ENST00000330271 Q5JWF8
ENST00000641167 Q8WZ94
ENST00000613726 P78413
ENST00000478500 O14986
ENST00000453372 Q6V9R5
ENST00000430580 Q3BBV0
ENST00000518802 Q96MT1
ENST00000534842 Q6N075
ENST00000536262 Q8N695
ENST00000442371 Q02742
ENST00000560869 Q03169
ENST00000611618 Q96A61
ENST00000526136 Q9Y5H9
ENST00000469608 P01258
ENST00000504120 Q9Y5I3
ENST00000537075 Q96KK3
ENST00000537253 P49790
ENST00000452346 Q7RTY8
ENST00000642108 Q8NH74
ENST00000592810 Q96S99
ENST00000621157 O43820
ENST00000448504 Q96EG1
ENST00000529859 Q9Y5H7
ENST00000649238 P01229
ENST00000522353 Q9Y5H8
ENST00000531613 Q9Y5H6
ENST00000642047 P58181
ENST00000563710 A0A1B0GVH6
ENST00000620882 Q96DD0
ENST00000621943 Q9BW60
ENST00000637503 A0A1B0GW64
ENST00000475541 Q9UJV8
ENST00000519561 Q96CB5
ENST00000617931 Q5TAG4
ENST00000525929 Q9UN72
ENST00000530339 Q9UN74
ENST00000529310 Q9UN73
ENST00000532602 Q9Y5H5
ENST00000541970 Q16342
ENST00000517562 P0DMB2
ENST00000457543 P0CG23
ENST00000458549 Q6YI46
ENST00000445648 Q9BRK3
ENST00000457054 Q8WUM4
ENST00000539644 Q8N3J9
ENST00000607599 Q8WUH1
ENST00000637303 A0A1B0GUC4
ENST00000448382 Q9UKJ0
ENST00000637218 A0A1B0GTW7
ENST00000521255 A8MV23
ENST00000439765 H7C350
ENST00000454971 O15529
ENST00000630715 Q8TDZ2
ENST00000546355 Q6ZTI6
ENST00000606183 Q8N7G0
ENST00000599180 O15552
ENST00000625521 Q9NZ09
ENST00000449076 A2RU30
ENST00000471181 P38398
ENST00000513200 Q8IV33
ENST00000440869 O75167
ENST00000448943 Q8WVJ9
ENST00000431717 Q5BVD1
ENST00000535273 Q9H813
ENST00000484193 Q8N6F7
ENST00000431639 Q9BUR4
ENST00000442628 Q9NSY0
ENST00000431418 Q7Z4T8
ENST00000580640 Q9H5I5
ENST00000457545 C9JRZ8
ENST00000637878 A0A1B0GWK0
ENST00000523374 Q2M3X9
ENST00000598810 Q15562
ENST00000646630 Q96PV0
ENST00000424120 Q9P2K1
ENST00000635976 A0A1B0GW54
ENST00000527972 A8MU46
ENST00000550746 Q8TC07
ENST00000580279 P55107
ENST00000444149 B4DU55
ENST00000424296 Q5TCS8
ENST00000448105 Q13137
ENST00000569719 Q9ULZ0
ENST00000540656 Q8IYJ0
ENST00000447857 Q8N6L0
ENST00000448073 P42261
ENST00000636752 A0A1B0GVT2
ENST00000596516 P0DME0
ENST00000584701 P10745
ENST00000571995 Q12829
ENST00000623491 Q9ULZ0
ENST00000585316 Q96MN9
ENST00000576655 I3L273
ENST00000640237 Q4G0T1
ENST00000443029 Q8TCB7
ENST00000502994 Q86VV4
ENST00000586078 Q8IWA5
ENST00000651566 A0A087WUL8
ENST00000424486 Q9NV29
ENST00000464488 A8MXE2
ENST00000586539 O94911
ENST00000608872 Q9UKT8
ENST00000644580 Q0ZLH3
ENST00000424749 Q6ZV65
ENST00000538904 Q96CN4
ENST00000427714 Q7Z4N8
ENST00000567724 Q9ULZ0
ENST00000490035 Q13449
ENST00000454608 Q3LFD5
ENST00000623042 Q9ULZ0
ENST00000567927 A6NMD2
ENST00000495893 Q8NDX5
ENST00000641822 Q8NGC0
ENST00000613852 Q9UJ70
ENST00000617714 P0CW18
ENST00000430044 Q8NCW6
ENST00000456909 Q8N1F8
ENST00000539804 O75364
ENST00000544814 Q9Y2M2
ENST00000438329 Q9UGY1
ENST00000618550 Q9H6K5
ENST00000568344 Q17RD7
ENST00000644935 Q9H2D6
ENST00000531206 P30260
ENST00000640218 Q00839
ENST00000611540 Q16587
ENST00000452267 B3EWG6
ENST00000569052 H3BQL2
ENST00000452145 Q5VTM2
ENST00000442561 Q8IWV1
ENST00000551346 Q8N5J4
ENST00000503131 Q8IZD0
ENST00000447266 Q9GZR1
ENST00000473539 P41217
ENST00000620138 Q99733
ENST00000615648 P58107
ENST00000620105 Q8IYD9
ENST00000614891 Q969L2
ENST00000623402 Q96GP6
ENST00000503771 Q8WZ71
ENST00000451402 O00743
ENST00000451887 Q6ZRS4
ENST00000535977 Q96S21
ENST00000424127 Q8WWW8
ENST00000565468 H3BS89
ENST00000618098 Q6NSJ5
ENST00000576178 P0DQD5
ENST00000536340 Q9ULU4
ENST00000648608 P19397
ENST00000536163 A4D1U4
ENST00000617224 B3EWG5
ENST00000649286 Q53H12
ENST00000616144 Q9HB09
ENST00000429654 Q9UC07
ENST00000429849 A8MTZ7
ENST00000553781 Q92843
ENST00000452015 Q9H7J1
ENST00000642104 Q96RD1
ENST00000641364 Q9NZP0
ENST00000641576 A6NL08
ENST00000561013 Q8IX15
ENST00000454036 Q9H2X9
ENST00000586600 P13994
ENST00000601291 Q14653
ENST00000447116 Q8N2I2
ENST00000572316 P12829
ENST00000622030 P31213
ENST00000447092 Q12891
ENST00000565886 H3BV60
ENST00000574912 A0A0U1RQF7
ENST00000565858 Q9H6T0
ENST00000614894 P86479
ENST00000562783 H3BV12
ENST00000548883 Q96LP6
ENST00000482352 Q9BYC9
ENST00000505956 Q6NXP0
ENST00000651502 P07510
ENST00000616407 Q5MIZ7
ENST00000588234 Q9UNZ5
ENST00000593851 C9J3I9
ENST00000492406 Q9BS91
ENST00000535671 Q9NZH0
ENST00000425042 Q8IV36
ENST00000555818 O43166
ENST00000613358 O15173
ENST00000609684 Q9NRJ7
ENST00000540430 P00338
ENST00000515780 B9EJG8
ENST00000591812 Q6ZS11
ENST00000571133 O76021
ENST00000599612 Q567V2
ENST00000591504 Q9H2F9
ENST00000436587 Q9NS00
ENST00000537107 E5RJM6
ENST00000519973 Q9NYZ2
ENST00000476993 Q6PCB0
ENST00000535784 Q96BW5
ENST00000447869 Q9BYT3
ENST00000505992 P06730
ENST00000522793 Q99614
ENST00000477703 Q8WVI0
ENST00000432829 Q8NF50
ENST00000422318 Q9H857
ENST00000428847 Q4G163
ENST00000629372 A0A1B0GTI8
ENST00000444610 A0PJE2
ENST00000436302 Q8NEM8
ENST00000450966 Q9NVE5
ENST00000527974 O00214
ENST00000571838 I3L3R5
ENST00000634258 Q5T011
ENST00000586783 Q0VDD7
ENST00000456475 Q6IEY1
ENST00000566740 P0CJ92
ENST00000519684 Q8WW32
ENST00000563110 Q3KRB8
ENST00000600042 Q9NP81
ENST00000580123 O15375
ENST00000550078 P86452
ENST00000532324 Q17R31
ENST00000439556 Q96I27
ENST00000547628 C9JN71
ENST00000439326 Q08AG5
ENST00000612501 Q96SB3
ENST00000448384 Q6ZNQ3
ENST00000441964 Q8NAT1
ENST00000550804 Q9P1Z2
ENST00000434724 P15170
ENST00000621500 Q86YW7
ENST00000624688 Q8N813
ENST00000465482 P0DPQ3
ENST00000641114 Q8NGE2
ENST00000548615 A6NDL8
ENST00000435159 Q8N3T6
ENST00000641851 Q8NGE1
ENST00000641516 Q9NZP2
ENST00000651386 Q00577
ENST00000599174 Q9NQR7
ENST00000545121 Q9Y6K0
ENST00000434108 Q9NZI2
ENST00000551632 Q8N9I9
ENST00000435224 Q8N961
ENST00000449870 Q12906
ENST00000452123 P86480
ENST00000434815 P86478
ENST00000482026 P35503
ENST00000651358 Q8IW50
ENST00000649763 Q8WTS1
ENST00000502852 Q96DE0
ENST00000438423 Q99081
ENST00000588001 P0C7Q5
ENST00000436147 B2RXH4
ENST00000519449 Q9NV58
ENST00000534355 Q8IZQ5
ENST00000534127 P78524
ENST00000425534 Q8N5X7
ENST00000533467 P59540
ENST00000506868 P59544
ENST00000537503 Q9NYV8
ENST00000622602 P0DMW3
ENST00000425673 Q9H7P9
ENST00000531678 P59537
ENST00000539585 P59541
ENST00000437180 Q01196
ENST00000538986 P59543
ENST00000615603 Q9H334
ENST00000613533 P56645
ENST00000555728 Q13683
ENST00000620660 P34925
ENST00000430385 Q96GE5
ENST00000449977 P0C5K7
ENST00000434735 Q7Z3V4
ENST00000514516 Q9Y2J4
ENST00000557640 P0DJH9
ENST00000539798 Q6PF15
ENST00000548925 P78537
ENST00000567955 B7U540
ENST00000636079 A0A1B0GVG4
ENST00000440596 A5X5Y0
ENST00000435680 Q9NXD2
ENST00000481490 O95073
ENST00000651487 Q15760
ENST00000544017 Q3ZCQ8
ENST00000438926 P55017
ENST00000507527 Q96Q91
ENST00000515425 Q8TF17
ENST00000438616 Q5T4W7
ENST00000429979 Q9H714
ENST00000519389 Q9BQS7
ENST00000529716 E9PQR5
ENST00000563237 P0CI01
ENST00000620016 P0C5Y9
ENST00000636849 C9J7I0
ENST00000540040 P0CJ68
ENST00000593685 Q9Y463
ENST00000507142 Q96PY6
ENST00000586582 Q9H3T3
ENST00000606109 Q5T749
ENST00000607093 Q5T751
ENST00000595125 Q9Y2D1
ENST00000521452 Q69YZ2
ENST00000422424 Q9Y3D0
ENST00000444387 Q6ZV89
ENST00000646991 Q15319
ENST00000597960 Q14318
ENST00000636331 A0A1B0GVQ3
ENST00000588659 Q96A25
ENST00000531967 Q9NTX5
ENST00000542034 Q9H2W2
ENST00000447370 Q96RL6
ENST00000551177 Q86U10
ENST00000520552 Q86W74
ENST00000575751 P58170
ENST00000618742 Q6UX68
ENST00000617676 Q9Y6R6
ENST00000455521 O75290
ENST00000535679 Q6IMI4
ENST00000451794 Q96EH8
ENST00000509524 Q96MM3
ENST00000641833 P34982
ENST00000434739 P0CG33
ENST00000530393 O95125
ENST00000512729 Q8N7C3
ENST00000423759 P21675
ENST00000423312 Q9ULI4
ENST00000641322 Q9P1Q5
ENST00000596731 Q9Y284
ENST00000611770 Q96SN7
ENST00000610020 Q8IXW5
ENST00000556573 Q6ZVK1
ENST00000616417 Q68DA7
ENST00000553484 Q9P2D8
ENST00000456935 O00754
ENST00000518525 O00591
ENST00000644743 Q99697
ENST00000451578 Q96B96
ENST00000641687 Q8NGM9
ENST00000597505 M0R2J8
ENST00000531945 Q8NGN2
ENST00000641722 Q8NGN3
ENST00000641224 Q8NGN5
ENST00000641585 Q8NGN6
ENST00000475092 P0DN25
ENST00000427683 P52798
ENST00000465301 Q8NET4
ENST00000603301 Q7L5A3
ENST00000533050 Q9BPY3
ENST00000503362 P61009
ENST00000452681 Q16816
ENST00000441065 Q6ZWI9
ENST00000473265 Q9H1B4
ENST00000515393 Q6DN14
ENST00000525815 Q8IXU6
ENST00000517876 Q9UFF9
ENST00000642475 Q99805
ENST00000566228 Q8TEQ0
ENST00000629482 A0A0D9SF12
ENST00000547530 Q92994
ENST00000588072 Q53F39
ENST00000508394 Q53HV7
ENST00000582783 Q8N9M1
ENST00000536684 P0CJ75
ENST00000474267 P41221
ENST00000642316 Q7Z406
ENST00000434006 P0C7L1
ENST00000562532 Q5GH72
ENST00000447393 Q86VP3
ENST00000423302 Q9Y6F6
ENST00000452892 Q9NUG4
ENST00000558583 B4DS77
ENST00000424776 Q8N7X1
ENST00000542672 P35609
ENST00000426197 A1L170
ENST00000605786 Q8TCX1
ENST00000548523 A6NJJ6
ENST00000532287 Q96LU5
ENST00000600490 Q9UK28
ENST00000422725 F2Z333
ENST00000517956 Q969P5
ENST00000650792 Q15031
ENST00000505820 Q96AX9
ENST00000541639 Q9BY66
ENST00000545383 Q9BXT6
ENST00000627282 Q92600
ENST00000622362 P0CF97
ENST00000488417 Q6P1W5
ENST00000438525 P0DPH9
ENST00000458472 A0A1B0GTR3
ENST00000426726 Q59EK9
ENST00000489294 Q8TAS1
ENST00000622774 E5RQL4
ENST00000450454 O75764
ENST00000543662 Q15813
ENST00000621003 Q9HCS5
ENST00000521580 Q96EX1
ENST00000458610 P10747
ENST00000588184 Q8WW14
ENST00000568667 Q6PHR2
ENST00000619721 Q9BY79
ENST00000555019 Q96Q27
ENST00000529721 Q8WTR4
ENST00000649488 Q04844
ENST00000541015 Q9BXK1
ENST00000637645 A0A1B0GVD1
ENST00000431388 A1L188
ENST00000448552 P0CG13
ENST00000465829 C9J798
ENST00000569188 O00219
ENST00000584436 Q9P281
ENST00000595228 P0DMR2
ENST00000426665 P21506
ENST00000429568 P52434
ENST00000527011 Q9UKW4
ENST00000621632 Q9GZR7
ENST00000609923 P16260
ENST00000429586 Q9NUQ8
ENST00000595883 Q01892
ENST00000523189 Q9H2T7
ENST00000600100 Q6IPT2
ENST00000598581 Q9UN76
ENST00000565973 P08910
ENST00000538448 P08631
ENST00000617070 Q96AH8
ENST00000522944 Q96KB5
ENST00000641351 Q8NH80
ENST00000641972 Q15617
ENST00000598523 Q9UN88
ENST00000452271 Q6UWP8
ENST00000445771 Q9UHQ4
ENST00000599957 Q9NT99
ENST00000581208 Q14119
ENST00000507450 A6NHP3
ENST00000613549 Q14184
ENST00000511685 Q9P273
ENST00000425202 C9J6K1
ENST00000497985 Q9NRY7
ENST00000540033 O60447
ENST00000619213 A8MZA4
ENST00000570535 Q9P2R3
ENST00000567252 A0A1B0GVS7
ENST00000522917 Q2WGJ9
ENST00000449707 P52746
ENST00000640279 Q9BQ70
ENST00000644544 E5RIL1
ENST00000507918 Q495Y8
ENST00000481273 Q13308
ENST00000455694 Q7RTY5
ENST00000598239 Q9H2R5
ENST00000543160 Q5H9J7
ENST00000562360 Q6PL45
ENST00000471889 Q9Y2W3
ENST00000641439 Q8NGQ6
ENST00000574002 Q05996
ENST00000471979 Q8N7B6
ENST00000552912 Q8WYA0
ENST00000429027 Q9HAU0
ENST00000442488 A0PJY2
ENST00000524981 Q96N23
ENST00000641291 Q8NGE9
ENST00000483970 O00165
ENST00000624470 Q8NH92
ENST00000625106 Q9GZY0
ENST00000611976 Q9UKI2
ENST00000454516 Q9H9A5
ENST00000483725 Q6ZU52
ENST00000652648 Q96E39
ENST00000616764 P40305
ENST00000537909 Q9UJ99
ENST00000525778 Q5TF21
ENST00000588462 Q9H6U6
ENST00000641865 Q8NH48
ENST00000641342 Q96R09
ENST00000456763 O60336
ENST00000508393 P08319
ENST00000538320 Q9ULX9
ENST00000648724 Q5XG92
ENST00000535286 Q9H7E2
ENST00000454856 H3BUK9
ENST00000452779 Q6PB30
ENST00000432825 Q9UK96
ENST00000443739 Q86XD5
ENST00000430267 Q9HC97
ENST00000464121 P0DM35
ENST00000594211 Q9UKQ9
ENST00000641015 Q8WZ84
ENST00000563480 O75971
ENST00000599845 Q9Y5P2
ENST00000624618 Q9GZM6
ENST00000620710 P43356
ENST00000462683 Q96EC8
ENST00000550983 F8W1W9
ENST00000571589 Q9ULH7
ENST00000518291 O75914
ENST00000445203 Q86YA3
ENST00000619410 Q01118
ENST00000604395 Q9GZY0
ENST00000594768 Q9UBX7
ENST00000641921 Q96R08
ENST00000532090 Q2VPB7
ENST00000641449 Q15615
ENST00000545221 P58180
ENST00000535490 A8MYA2
ENST00000509061 Q4G0J3
ENST00000565683 Q9NTJ4
ENST00000427836 Q6ZWE6
ENST00000510708 Q8NBA8
ENST00000636229 A0A1B0GTZ2
ENST00000457836 P12694
ENST00000595793 Q9UKR3
ENST00000610854 P07196
ENST00000440804 Q9Y336
ENST00000481247 Q96Q07
ENST00000541284 O95628
ENST00000528954 O60711
ENST00000650449 Q5SVZ6
ENST00000512635 Q96M27
ENST00000609812 Q6UWN0
ENST00000528429 P35712
ENST00000629237 Q8TD47
ENST00000447459 Q6UXU4
ENST00000519974 Q9UNX3
ENST00000426955 Q8N398
ENST00000504924 Q9NXU5
ENST00000585809 Q9BV38
ENST00000434813 P49759
ENST00000597630 A0A1W2PQ73
ENST00000431011 A0A183
ENST00000641666 O76099
ENST00000595290 P04001
ENST00000445327 Q14451
ENST00000641129 O76100
ENST00000642123 O14581
ENST00000545940 E9PGG2
ENST00000650064 Q8TAM1
ENST00000636125 A0A1B0GW35
ENST00000567695 Q9H305
ENST00000535861 O15231
ENST00000636302 A0A1B0GTR4
ENST00000574814 I3L1E1
ENST00000463876 P51178
ENST00000438607 Q9Y2S6
ENST00000533603 P50454
ENST00000542739 A8MYA2
ENST00000617249 Q15084
ENST00000514853 P0DO97
ENST00000483209 O60513
ENST00000479991 Q5HYW3
ENST00000633930 Q5HYW2
ENST00000617768 Q9BUX1
ENST00000469946 Q9P2N7
ENST00000422113 Q14C87
ENST00000613102 Q9H3C7
ENST00000589578 O60331
ENST00000458587 P51572
ENST00000434396 C9JTQ0
ENST00000592563 P51993
ENST00000519374 O15342
ENST00000545399 P13637
ENST00000571816 Q9H6Y7
ENST00000634670 A0A0U1RQI7
ENST00000523047 A6NLE4
ENST00000521158 Q9Y277
ENST00000619903 O15482
ENST00000666923 Q9P2N6
ENST00000611898 Q12836
ENST00000620528 A0A0B4J2D5
ENST00000444310 A6NNT2
ENST00000614847 Q6ZMN8
ENST00000599405 P0DN78
ENST00000641527 Q5JQS5
ENST00000604646 S4R3Y5
ENST00000474879 Q9BU23
ENST00000581977 Q14164
ENST00000447102 Q14353
ENST00000541323 Q15198
ENST00000425629 O43699
ENST00000473414 Q86X83
ENST00000641451 Q96RD0
ENST00000641139 Q8NGG8
ENST00000644296 P57082
ENST00000642064 Q15620
ENST00000644641 Q05940
ENST00000510515 Q9NVA2
ENST00000642111 Q8NGG7
ENST00000521764 Q9H009
ENST00000456849 O95340
ENST00000427130 Q92636
ENST00000556126 P0DI80
ENST00000637797 W5XKT8
ENST00000652542 Q5JY77
ENST00000638170 P0DMQ5
ENST00000452633 P0C869
ENST00000427043 P31944
ENST00000641398 O60431
ENST00000425263 Q4J6C6
ENST00000636176 A0A1B0GTL2
ENST00000520509 O96020
ENST00000543253 Q96D09
ENST00000423778 Q8NBH2
ENST00000641802 Q8N628
ENST00000648076 Q9UMD9
ENST00000536561 Q5JQS6
ENST00000620995 Q6NUM6
ENST00000483722 Q5T2D2
ENST00000617492 Q9H0H0
ENST00000602452 A8MW99
ENST00000523731 Q75QN2
ENST00000538966 Q9ULL4
ENST00000590891 Q8TB05
ENST00000492200 A0PG75
ENST00000425346 O14569
ENST00000641256 Q15619
ENST00000598071 Q8N8J6
ENST00000641470 Q8NGZ6
ENST00000642119 Q8NGZ3
ENST00000436072 Q6FHJ7
ENST00000540303 P00739
ENST00000447769 Q7Z602
ENST00000578689 Q8N144
ENST00000543304 Q9Y365
ENST00000595042 P21462
ENST00000588776 Q13938
ENST00000449302 B2RV13
ENST00000441159 A6NFQ2
ENST00000673182 G9CGD6
ENST00000434900 P35372
ENST00000468739 Q96RM1
ENST00000600228 Q08AN1
ENST00000597252 Q6ZNA1
ENST00000604420 Q5BJF6
ENST00000614766 Q6IN84
ENST00000537465 Q8TBY8
ENST00000538780 Q5U5X8
ENST00000587686 O95049
ENST00000542817 Q92617
ENST00000435205 Q05DH4
ENST00000559313 Q6ZUT6
ENST00000532254 E9PJ23
ENST00000552516 P36897
ENST00000453707 Q99966
ENST00000595962 Q8WV37
ENST00000614239 P48742
ENST00000664196 Q9Y237
ENST00000596251 Q8WXF8
ENST00000606080 P42685
ENST00000422689 Q6PDB4
ENST00000422970 Q8WWN9
ENST00000602922 A0PJX2
ENST00000613459 Q12766
ENST00000448232 Q6AWC2
ENST00000461366 Q9ULX5
ENST00000614960 Q15058
ENST00000481909 Q9H8K7
ENST00000437048 Q5VIR6
ENST00000561754 A0A1W2PR48
ENST00000449549 Q6UX72
ENST00000538336 O95302
ENST00000544627 Q6VMQ6
ENST00000617633 Q9Y2R4
ENST00000470691 Q86UF2
ENST00000431877 P28290
ENST00000433067 P57071
ENST00000591680 Q9UKJ3
ENST00000607772 Q6P9H4
ENST00000545604 Q9NYB5
ENST00000513374 O95379
ENST00000424805 Q9UL41
ENST00000476832 Q9H553
ENST00000652185 Q8N823
ENST00000436629 A0A0J9YX94
ENST00000650114 Q9NSD4
ENST00000448599 C9JFL3
ENST00000479870 Q9Y4C2
ENST00000427316 Q6UXI9
ENST00000535612 Q6NXE6
ENST00000448827 Q6UXN2
ENST00000641093 Q8NHC5
ENST00000557224 Q9BZS1
ENST00000638862 P0CJ79
ENST00000595646 Q5VIY5
ENST00000641945 A6NH00
ENST00000623922 Q8NGY9
ENST00000450662 Q8N7B9
ENST00000616972 Q15019
ENST00000642011 Q8NH16
ENST00000451127 C9J3V5
ENST00000543802 Q15973
ENST00000570101 Q9NVC3
ENST00000515279 Q8NEC7
ENST00000457749 P17035
ENST00000432999 Q49AG3
ENST00000602168 B6SEH8
ENST00000601417 B6SEH9
ENST00000427939 O75426
ENST00000601181 Q6UXB2
ENST00000599056 Q9HCG1
ENST00000641211 Q96R28
ENST00000641626 Q8NG83
ENST00000641868 Q96R27
ENST00000442241 Q9NVX2
ENST00000641220 Q8NG76
ENST00000641276 Q8NG77
ENST00000445091 A0A0J9YXQ4
ENST00000452676 Q96SE7
ENST00000454355 Q6ZMH5
ENST00000643230 O15041
ENST00000503143 Q8TF63
ENST00000537858 Q6ZNK6
ENST00000479077 Q8TDU6
ENST00000587304 A0A1B0GUU1
ENST00000641644 Q8NHC8
ENST00000642130 Q6IF00
ENST00000641363 Q6IEZ7
ENST00000641804 Q5TZ20
ENST00000641069 Q8NH02
ENST00000598513 Q86XU0
ENST00000659997 Q9UHD0
ENST00000595091 Q96IR2
ENST00000628562 P0DMT0
ENST00000432094 Q86XN6
ENST00000612183 Q8N9W8
ENST00000648236 Q9NQX6
ENST00000528848 Q8NEV1
ENST00000642090 Q8NGZ9
ENST00000557644 Q8NHV4
ENST00000641193 Q8NH01
ENST00000641268 Q8NGX2
ENST00000641652 Q8NH04
ENST00000590317 Q6UX82
ENST00000452313 O75200
ENST00000564831 Q0VD83
ENST00000494664 Q9NPL8
ENST00000636147 Q13286
ENST00000445946 B2CW77
ENST00000434045 P01344
ENST00000641412 Q13607
ENST00000536324 Q8TDD2
ENST00000444136 Q8NAT2
ENST00000476959 P40394
ENST00000446997 Q6U841
ENST00000591403 Q5FVE4
ENST00000434551 Q96RI9
ENST00000641698 O95007
ENST00000641693 Q96R48
ENST00000641663 A4D2G3
ENST00000554087 Q9Y5K8
ENST00000618101 Q92570
ENST00000486442 Q96CT2
ENST00000612248 O95258
ENST00000641592 Q8NGT7
ENST00000641068 Q96R47
ENST00000486333 Q8IX94
ENST00000584667 Q9UHR5
ENST00000518817 Q56P42
ENST00000541814 A6NM45
ENST00000535325 Q9BQS8
ENST00000446160 A6NFN9
ENST00000641044 Q8NGT9
ENST00000652202 Q9H0U9
ENST00000442437 A6NER3
ENST00000439140 Q53TS8
ENST00000641810 Q8NGT9
ENST00000487179 P0CG41
ENST00000641841 Q96R45
ENST00000438735 O00574
ENST00000612958 Q4V321
ENST00000440756 Q9NYI0
ENST00000649566 Q6PGP7
ENST00000613488 A0A0B4J2F2
ENST00000554998 Q64LD2
ENST00000437801 Q99435
ENST00000520984 Q9Y5V0
ENST00000651500 Q9GZT8
ENST00000621158 Q96BA8
ENST00000447510 O43490
ENST00000470794 Q8NAA5
ENST00000609713 P48051
ENST00000431993 A0A1B0GWH4
ENST00000538290 Q13291
ENST00000639028 P0CL80
ENST00000639028 O76087
ENST00000639028 P0CL82
ENST00000620247 A0A087X1G2
ENST00000445148 P0CL81
ENST00000445148 O76087
ENST00000445148 P0CL82
ENST00000589332 Q96N95
ENST00000613499 Q99712
ENST00000441607 Q6PI98
ENST00000612727 B9A6J9
ENST00000534749 O00562
ENST00000451251 Q9BU19
ENST00000616101 A0A087WVF3
ENST00000622206 Q6IPX1
ENST00000504169 Q9NXV6
ENST00000621587 A0A087X179
ENST00000619961 Q9NUQ6
ENST00000644266 P55808
ENST00000647800 Q9Y287
ENST00000620215 Q8IZP1
ENST00000529824 Q8IVF5
ENST00000558017 Q6ZNW5
ENST00000438251 A6NNM8
ENST00000612800 Q99828
ENST00000604093 S4R3P1
ENST00000545097 P51677
ENST00000425611 Q96AH0
ENST00000422365 Q4G0Z9
ENST00000422435 O75037
ENST00000433425 P0DMW5
ENST00000426364 P0DPP9
ENST00000615575 P0C875
ENST00000528266 Q96LX7
ENST00000424227 O43283
ENST00000592875 Q32NC0
ENST00000458381 Q8IVI9
ENST00000525172 Q8N9L1
ENST00000625293 Q9NSU2
ENST00000591022 Q7Z736
ENST00000637493 A0A1B0GVZ2
ENST00000644269 O43511
ENST00000477717 Q9BVH7
ENST00000439502 Q9UG56
ENST00000635820 A0A1B0GVM5
ENST00000644861 Q709C8
ENST00000427686 Q3ZM63
ENST00000650797 Q9HDD0
ENST00000563496 Q7RTU0
ENST00000520262 Q08357
ENST00000554823 A6NDD5
ENST00000438528 Q96E16
ENST00000532414 A1L020
ENST00000539008 O43581
ENST00000544117 Q96N77
ENST00000522909 Q7Z4L9
ENST00000458580 Q8NHP7
ENST00000440859 Q75N03
ENST00000569275 A0A1B0GWG4
ENST00000439350 Q52LC2
ENST00000457734 Q14651
ENST00000556816 Q86U28
ENST00000643257 Q13428
ENST00000502346 Q8TBQ9
ENST00000617388 Q8NDH6
ENST00000513240 Q08345
ENST00000451717 Q9Y5P3
ENST00000564065 Q92874
ENST00000577390 P55286
ENST00000435564 P54750
ENST00000444335 Q3LHN1
ENST00000445192 Q92954
ENST00000555978 Q96IS3
ENST00000622683 Q9P227
ENST00000449561 O75023
ENST00000564719 P59773
ENST00000458416 Q7RTU5
ENST00000580825 Q9UD71
ENST00000608469 Q92496
ENST00000620364 Q14993
ENST00000668273 Q9BXS6
ENST00000439262 Q9UGI9
ENST00000567759 Q15572
ENST00000569673 Q2T9L4
ENST00000442325 Q6IA86
ENST00000548364 Q6X4T0
ENST00000594565 Q5HYN5
ENST00000453994 Q9HCC8
ENST00000597510 Q8NHU0
ENST00000487941 P0DMU8
ENST00000620654 P0DMU7
ENST00000605791 Q5DJT8
ENST00000610598 P0DMV0
ENST00000458694 Q2TBC4
ENST00000543199 Q9UHW5
ENST00000451188 Q8IW70
ENST00000611660 P0DMV1
ENST00000620704 P0DMV2
ENST00000509734 O75943
ENST00000426820 Q86Z02
ENST00000611668 P0DMU9
ENST00000595065 P43362
ENST00000598963 Q9UBD0
ENST00000451025 Q15013
ENST00000600449 Q8NFB2
ENST00000632600 A0A0J9YWL9
ENST00000621162 Q8IUC3
ENST00000645481 Q12947
ENST00000509437 Q8TBK6
ENST00000645831 Q12948
ENST00000517768 Q8TDC0
ENST00000547488 Q12852
ENST00000535454 P43361
ENST00000430249 P31327
ENST00000441037 Q96MI9
ENST00000619596 P42679
ENST00000610657 A6NI86
ENST00000607574 A0A1B0GUA5
ENST00000618348 A6NEM1
ENST00000621775 A6NNY8
ENST00000427304 Q5TC79
ENST00000439055 Q9NUZ1
ENST00000650454 P48506
ENST00000592540 Q8NBT2
ENST00000506729 Q86UG4
ENST00000432060 Q9BPW9
ENST00000458448 A4D1F6
ENST00000513104 Q9HCX4
ENST00000621805 Q9NP72
ENST00000445632 Q6ZN84
ENST00000457775 A0A1B0GTS1
ENST00000536889 Q9BXY8
ENST00000563119 Q5XKK7
ENST00000446090 Q9UJW0
ENST00000513458 Q8N9Q2
ENST00000432648 Q9H9L7
ENST00000436063 Q5QJE6
ENST00000425059 C9J202
ENST00000455516 Q6PIS1
ENST00000455934 P28331
ENST00000476941 P48995
ENST00000458649 Q9C0C7
ENST00000541638 Q9UBI4
ENST00000460851 Q9BY44
ENST00000621654 A6NHQ4
ENST00000621332 P55198
ENST00000548380 A0A1B0GTD5
ENST00000615133 Q8N4C9
ENST00000616317 Q13085
ENST00000451195 Q8WUR7
ENST00000588756 Q8WX94
ENST00000543010 Q9NX02
ENST00000505374 Q9NQI0
ENST00000588852 Q15424
ENST00000567298 Q8TBB5
ENST00000563902 Q68EN5
ENST00000528494 O75143
ENST00000568838 Q9H9R9
ENST00000588981 P13805
ENST00000432680 Q13495
ENST00000579695 Q8N138
ENST00000620225 P35227
ENST00000575125 P0DTA3
ENST00000643116 O14617
ENST00000518698 Q49A92
