ENST00000393469 A0/AV/02/swissmodel/41_636_7d10.1.A
ENST00000360510 Q9/NY/33/swissmodel/2_726_5e2q.1.A
ENST00000537611 Q9/NY/37/swissmodel/36_472_6vtk.1.A
ENST00000283254 Q9/NY/46/swissmodel/50_1886_6a90.1.A
ENST00000479441 Q9/NY/47/swissmodel/64_1110_7jpk.1.C
ENST00000282908 Q9/NY/57/swissmodel/14_376_4fr4.1.A
ENST00000373371 Q9/NY/64/swissmodel/19_476_4zwb.1.A
ENST00000330423 Q9/NY/65/swissmodel/1_439_6tis.1.C
ENST00000427187 Q9/NY/84/swissmodel/23_272_4cyf.1.A
ENST00000258772 Q9/NY/93/swissmodel/6_410_4ct4.1.B
ENST00000301998 Q9/NY/97/swissmodel/55_397_7jhi.3.A
ENST00000323374 Q9/NY/A1/swissmodel/9_364_3vzb.1.A
ENST00000262442 Q9/NY/C9/swissmodel/20_4486_7kzm.1.Q
ENST00000357385 Q9/NY/G5/swissmodel/1_84_5g04.1.B
ENST00000205143 Q9/NY/J7/swissmodel/27_390_4xbm.2.A
ENST00000380659 Q9/NY/K1/swissmodel/31_864_7cyn.1.A
ENST00000307301 Q9/NY/K5/swissmodel/33_328_6ydp.9.A
ENST00000550765 Q9/NY/L4/swissmodel/34_147_4msp.1.A
ENST00000243673 Q9/NY/M4/swissmodel/70_363_7ddz.1.A
ENST00000541407 Q9/NY/P7/swissmodel/14_262_6y7f.1.A
ENST00000325945 Q9/NY/Q3/swissmodel/2_348_1tb3.1.A
ENST00000591589 Q9/NY/R8/swissmodel/8_286_1a27.1.B
ENST00000315436 Q9/NY/S7/swissmodel/7_363_2ymu.1.A
ENST00000376747 Q9/NY/U1/swissmodel/31_1507_5mzo.1.A
ENST00000259253 Q9/NY/U2/swissmodel/43_1532_5mzo.1.A
ENST00000396904 Q9/NY/W8/swissmodel/204_562_5v3m.1.C
ENST00000396912 Q9/NY/W8/swissmodel/204_562_5v3m.1.C
ENST00000296754 Q9/NZ/08/swissmodel/39_933_5ab0.1.A
ENST00000254286 Q9/NZ/32/swissmodel/12_390_5adx.1.J
ENST00000370053 Q9/NZ/72/swissmodel/38_179_6h9b.1.E
ENST00000358741 Q9/NZ/94/swissmodel/41_633_7cee.1.A
ENST00000566780 Q9/NZ/C7/swissmodel/123_407_6l1h.1.A
ENST00000259213 Q9/NZ/H7/swissmodel/6_99_4ize.1.A
ENST00000254759 Q9/NZ/J6/swissmodel/96_326_4kdc.1.A
ENST00000337179 Q9/NZ/J9/swissmodel/8_147_5ltu.1.A
ENST00000304685 Q9/NZ/L6/swissmodel/11_502_5cm8.1.A
ENST00000290431 Q9/NZ/M6/swissmodel/21_513_5k47.1.A
ENST00000322054 Q9/NZ/N3/swissmodel/19_533_2qpt.1.B
ENST00000263277 Q9/NZ/N4/swissmodel/6_539_4cid.1.B
ENST00000266542 Q9/NZ/P8/swissmodel/189_485_1md8.1.A
ENST00000264711 Q9/NZ/Q0/swissmodel/14_273_6jmg.1.A
ENST00000155858 Q9/NZ/Q8/swissmodel/16_1122_5wp6.1.A
ENST00000295314 Q9/NZ/Q9/swissmodel/170_344_4pki.1.B
ENST00000279544 Q9/NZ/S2/swissmodel/112_231_3m9z.1.B
ENST00000380332 Q9/NZ/T1/swissmodel/1_145_2m3s.1.A
ENST00000246841 Q9/NZ/U1/swissmodel/24_388_3zyj.1.A
ENST00000331113 Q9/NZ/V8/swissmodel/37_417_5wie.1.B
ENST00000222644 Q9/NZ/W5/swissmodel/124_540_4wsi.1.A
ENST00000465271 Q9/P0/03/swissmodel/2_138_7oca.1.C
ENST00000238892 Q9/P0/21/swissmodel/2_101_7dvq.1.k
ENST00000293777 Q9/P0/86/swissmodel/6_117_7enc.10.A
ENST00000391802 Q9/P0/G3/swissmodel/4_264_5edk.1.A
ENST00000396200 Q9/P0/J1/swissmodel/81_534_6v0t.1.A
ENST00000340541 Q9/P0/L0/swissmodel/9_134_6tqr.1.A
ENST00000244241 Q9/P0/M4/swissmodel/84_195_4hr9.1.A
ENST00000325795 Q9/P0/S3/swissmodel/1_153_7k0m.1.D
ENST00000587252 Q9/P0/T4/swissmodel/83_196_6blw.1.A
ENST00000358435 Q9/P0/U1/swissmodel/4_55_7cp9.1.E
ENST00000397712 Q9/P0/V9/swissmodel/64_332_6upr.1.B
ENST00000276943 Q9/P0/W0/swissmodel/29_206_1au1.1.A
ENST00000402142 Q9/P0/X4/swissmodel/78_1738_6kzp.1.A
ENST00000323372 Q9/P0/Z9/swissmodel/6_385_1zov.1.A
ENST00000322348 Q9/P1/09/swissmodel/70_434_3otk.1.A
ENST00000425719 Q9/P1/21/swissmodel/42_315_5uv6.1.A
ENST00000332435 Q9/P1/U0/swissmodel/12_126_4c2m.1.I
ENST00000256001 Q9/P1/U1/swissmodel/2_416_3dxk.1.A
ENST00000368358 Q9/P1/Z3/swissmodel/45_555_6uqf.1.A
ENST00000371380 Q9/P2/12/swissmodel/846_1997_4qj3.1.B
ENST00000572933 Q9/P2/25/swissmodel/94_4425_7kzm.1.P
ENST00000273859 Q9/P2/41/swissmodel/62_1338_6lcp.1.A
ENST00000456783 Q9/P2/55/swissmodel/110_388_5wjq.1.C
ENST00000511685 Q9/P2/73/swissmodel/863_2695_6fb3.1.A
ENST00000368759 Q9/P2/87/swissmodel/61_314_7kys.3.A
ENST00000595464 Q9/P2/96/swissmodel/34_313_5o9h.1.B
ENST00000006101 Q9/P2/99/swissmodel/40_179_3tjz.1.C
ENST00000420323 Q9/P2/D7/swissmodel/516_4264_6zyw.1.C
ENST00000299237 Q9/P2/F9/swissmodel/201_537_5v3m.1.C
ENST00000326448 Q9/P2/H3/swissmodel/1_644_5n4a.1.A
ENST00000311765 Q9/P2/J9/swissmodel/78_526_6v0t.1.A
ENST00000570535 Q9/P2/R3/swissmodel/278_993_4rlv.1.A
ENST00000378654 Q9/P2/R7/swissmodel/53_463_6g4q.1.B
ENST00000265459 Q9/P2/S2/swissmodel/287_1343_3qcw.1.A
ENST00000420554 Q9/P2/T1/swissmodel/1_339_2a7r.1.A
ENST00000221485 Q9/P2/U7/swissmodel/51_500_6v4d.1.A
ENST00000263160 Q9/P2/U8/swissmodel/59_508_6v4d.1.A
ENST00000284202 Q9/P2/X3/swissmodel/6_295_6bqi.1.A
ENST00000356136 Q9/P2/Y5/swissmodel/53_441_7bl1.1.A
ENST00000328111 Q9/UB/C3/swissmodel/415_853_4u7p.1.A
ENST00000442789 Q9/UB/C5/swissmodel/27_819_1g8x.1.A
ENST00000367819 Q9/UB/D3/swissmodel/22_114_1j8i.1.A
ENST00000257789 Q9/UB/D5/swissmodel/3_708_7jpp.1.C
ENST00000407008 Q9/UB/E8/swissmodel/137_493_5o7i.1.A
ENST00000247452 Q9/UB/F1/swissmodel/127_339_2wa0.1.A
ENST00000368875 Q9/UB/F8/swissmodel/128_799_4d0l.2.A
ENST00000303375 Q9/UB/G0/swissmodel/38_1396_7jpu.1.B
ENST00000343694 Q9/UB/G7/swissmodel/47_479_5e24.2.C
ENST00000370982 Q9/UB/I6/swissmodel/6_69_2bcj.1.C
ENST00000393167 Q9/UB/K7/swissmodel/17_181_5szh.1.B
ENST00000264668 Q9/UB/K8/swissmodel/1_698_3fjo.1.A
ENST00000268720 Q9/UB/L6/swissmodel/17_614_6kxk.3.A
ENST00000343948 Q9/UB/L9/swissmodel/25_383_5svk.1.C
ENST00000355527 Q9/UB/M7/swissmodel/41_475_4quv.1.A
ENST00000262138 Q9/UB/N1/swissmodel/5_214_7ocf.1.D
ENST00000379681 Q9/UB/N4/swissmodel/17_755_7d4p.1.A
ENST00000360579 Q9/UB/Q0/swissmodel/1_182_5osi.4.A
ENST00000370114 Q9/UB/Q6/swissmodel/61_327_1omz.1.A
ENST00000312629 Q9/UB/S0/swissmodel/57_393_4l44.1.A
ENST00000439351 Q9/UB/S4/swissmodel/21_349_4j80.2.A
ENST00000222462 Q9/UB/V4/swissmodel/46_365_6ahy.2.B
ENST00000373703 Q9/UB/V8/swissmodel/116_281_3aak.1.B
ENST00000310325 Q9/UB/X1/swissmodel/180_483_6jd0.1.A
ENST00000331531 Q9/UB/X3/swissmodel/8_284_2lck.1.A
ENST00000594768 Q9/UB/X7/swissmodel/54_282_5ms3.1.A
ENST00000306851 Q9/UB/X8/swissmodel/105_375_1tvy.1.A
ENST00000233969 Q9/UB/Y0/swissmodel/65_572_7dsx.1.B
ENST00000440886 Q9/UB/Y5/swissmodel/30_308_4z35.1.A
ENST00000374987 Q9/UB/Z4/swissmodel/2_338_6wcd.1.A
ENST00000341976 Q9/UC/06/swissmodel/137_442_5wjq.1.C
ENST00000340180 Q9/UC/07/swissmodel/245_557_5wjq.1.C
ENST00000370763 Q9/UD/Y4/swissmodel/1_335_6psi.1.C
ENST00000449742 Q9/UD/Y6/swissmodel/137_480_4cg4.1.A
ENST00000319357 Q9/UE/E5/swissmodel/52_363_3hx4.1.A
ENST00000348411 Q9/UE/T6/swissmodel/9_240_6jp6.1.B
ENST00000355999 Q9/UE/W8/swissmodel/59_413_4lgd.1.A
ENST00000533854 Q9/UF/02/swissmodel/5_206_7ocf.1.D
ENST00000542267 Q9/UF/56/swissmodel/319_693_6w66.1.B
ENST00000442201 Q9/UF/E4/swissmodel/22_719_7ju4.1.J
ENST00000517876 Q9/UF/F9/swissmodel/10_280_4gmj.1.B
ENST00000389840 Q9/UF/H2/swissmodel/4_4462_7kzm.1.Q
ENST00000382151 Q9/UG/56/swissmodel/102_377_6l07.1.C
ENST00000367233 Q9/UG/C7/swissmodel/17_370_4v67.1.Y
ENST00000271915 Q9/UG/I6/swissmodel/267_646_6cno.1.A
ENST00000529249 Q9/UG/I9/swissmodel/179_480_2y8l.1.C
ENST00000287878 Q9/UG/J0/swissmodel/258_557_4zhx.2.C
ENST00000564079 Q9/UG/J1/swissmodel/1_657_6v69.1.B
ENST00000265965 Q9/UG/K8/swissmodel/48_401_4naa.1.A
ENST00000310169 Q9/UG/M1/swissmodel/29_477_6uwz.1.A
ENST00000349004 Q9/UG/V2/swissmodel/29_320_6l4b.1.A
ENST00000313708 Q9/UH/73/swissmodel/36_393_3mlp.1.A
ENST00000260443 Q9/UH/A3/swissmodel/1_135_6lss.1.F
ENST00000371521 Q9/UH/B4/swissmodel/2_597_1ja1.2.A
ENST00000297512 Q9/UH/C3/swissmodel/15_466_6vtk.1.A
ENST00000289547 Q9/UH/C9/swissmodel/23_1308_6v3h.1.A
ENST00000261796 Q9/UH/F5/swissmodel/60_180_5n92.1.A
ENST00000316902 Q9/UH/I5/swissmodel/41_498_7cmh.1.B
ENST00000284984 Q9/UH/I8/swissmodel/258_844_6qig.1.C
ENST00000394752 Q9/UH/J3/swissmodel/15_453_3cey.1.A
ENST00000382085 Q9/UH/K6/swissmodel/3_357_2yim.1.A
ENST00000263576 Q9/UH/L0/swissmodel/60_481_6b4k.1.A
ENST00000372071 Q9/UH/M6/swissmodel/68_370_2z73.1.A
ENST00000261340 Q9/UH/P7/swissmodel/72_191_4qkh.3.A
ENST00000367249 Q9/UH/Q9/swissmodel/36_305_1umk.1.A
ENST00000436615 Q9/UH/V5/swissmodel/97_660_4f7z.1.A
ENST00000451130 Q9/UI/10/swissmodel/166_518_6o9z.1.E
ENST00000359530 Q9/UI/12/swissmodel/17_463_6wm4.1.8
ENST00000393917 Q9/UI/15/swissmodel/16_157_1wym.1.A
ENST00000302328 Q9/UI/33/swissmodel/45_1719_6a90.1.A
ENST00000242317 Q9/UI/46/swissmodel/203_697_7kzm.1.R
ENST00000433211 Q9/UI/47/swissmodel/79_867_4igg.1.A
ENST00000248901 Q9/UI/A0/swissmodel/8_394_6u3e.1.A
ENST00000311224 Q9/UI/B8/swissmodel/29_212_2if7.1.A
ENST00000429154 Q9/UI/E0/swissmodel/165_471_5wjq.1.C
ENST00000372098 Q9/UI/F7/swissmodel/76_499_7ef9.1.A
ENST00000335514 Q9/UI/I2/swissmodel/44_105_1gmj.1.A
ENST00000372700 Q9/UI/I6/swissmodel/25_198_2gwo.3.A
ENST00000262096 Q9/UI/J5/swissmodel/12_299_6bmn.1.A
ENST00000443060 Q9/UI/L4/swissmodel/13_382_2y65.1.A
ENST00000344731 Q9/UI/V8/swissmodel/2_391_6kga.1.A
ENST00000393409 Q9/UI/W2/swissmodel/39_1229_5l56.1.B
ENST00000371571 Q9/UI/X4/swissmodel/68_471_2r9r.1.B
ENST00000317173 Q9/UJ/68/swissmodel/31_230_1fva.1.A
ENST00000455662 Q9/UJ/70/swissmodel/1_344_2ch5.1.A
ENST00000359299 Q9/UJ/72/swissmodel/4_320_1axn.1.A
ENST00000321169 Q9/UJ/83/swissmodel/11_568_2q27.1.C
ENST00000316249 Q9/UJ/96/swissmodel/16_416_2r9r.1.B
ENST00000426455 Q9/UJ/98/swissmodel/99_1056_4pjw.1.A
ENST00000372262 Q9/UJ/99/swissmodel/63_608_5iry.1.A
ENST00000378896 Q9/UJ/A3/swissmodel/73_823_6xtx.1.A
ENST00000007390 Q9/UJ/K0/swissmodel/57_228_5apg.1.A
ENST00000411995 Q9/UJ/L9/swissmodel/249_526_5wjq.1.C
ENST00000244576 Q9/UJ/N7/swissmodel/79_356_5wjq.1.C
ENST00000377428 Q9/UJ/Q7/swissmodel/42_156_6z1w.1.A
ENST00000368662 Q9/UJ/T0/swissmodel/1_463_6u42.5.A
ENST00000475541 Q9/UJ/V8/swissmodel/57_245_3k44.1.A
ENST00000507955 Q9/UJ/V9/swissmodel/167_565_6o5f.1.A
ENST00000446090 Q9/UJ/W0/swissmodel/2_457_6znl.1.R
ENST00000259782 Q9/UJ/W2/swissmodel/153_468_4i04.1.A
ENST00000270172 Q9/UJ/W3/swissmodel/34_380_2pv0.1.A
ENST00000455511 Q9/UJ/X3/swissmodel/36_552_5g04.1.U
ENST00000281938 Q9/UJ/Y1/swissmodel/15_171_5ltw.1.C
ENST00000300873 Q9/UK/08/swissmodel/5_61_6nbi.1.E
ENST00000434772 Q9/UK/11/swissmodel/175_480_5v3j.2.C
ENST00000391960 Q9/UK/12/swissmodel/114_420_5wjq.1.C
ENST00000315987 Q9/UK/17/swissmodel/36_414_5wie.1.B
ENST00000354287 Q9/UK/22/swissmodel/43_296_2e31.1.A
ENST00000312251 Q9/UK/23/swissmodel/29_326_6pky.1.A
ENST00000543039 Q9/UK/33/swissmodel/62_172_5v3j.2.C
ENST00000260803 Q9/UK/59/swissmodel/1_306_5uki.1.A
ENST00000306917 Q9/UK/73/swissmodel/6_394_6lbg.1.A
ENST00000341285 Q9/UK/A1/swissmodel/205_691_6vcd.1.B
ENST00000330263 Q9/UK/D2/swissmodel/5_218_4nwb.1.A
ENST00000369400 Q9/UK/F2/swissmodel/200_667_5y31.1.A
ENST00000359240 Q9/UK/F5/swissmodel/195_658_3g5c.1.A
ENST00000581322 Q9/UK/F7/swissmodel/1_253_1t27.1.A
ENST00000354042 Q9/UK/G4/swissmodel/12_618_7jsj.1.A
ENST00000419147 Q9/UK/G9/swissmodel/11_612_1xmd.1.A
ENST00000248948 Q9/UK/I3/swissmodel/21_119_6w7s.1.B
ENST00000603540 Q9/UK/J8/swissmodel/205_669_5y31.1.A
ENST00000290374 Q9/UK/L4/swissmodel/2_277_7jjp.1.A
ENST00000381055 Q9/UK/P5/swissmodel/250_830_6qig.1.C
ENST00000265769 Q9/UK/Q2/swissmodel/201_662_3g5c.1.A
ENST00000376832 Q9/UK/Q9/swissmodel/23_250_5ms3.1.A
ENST00000250351 Q9/UK/R0/swissmodel/22_248_5ms3.1.A
ENST00000595793 Q9/UK/R3/swissmodel/36_264_6skb.1.A
ENST00000539589 Q9/UK/S6/swissmodel/13_301_4bne.1.A
ENST00000379264 Q9/UK/U0/swissmodel/74_694_6oz1.1.A
ENST00000261180 Q9/UK/U6/swissmodel/134_1022_4naq.1.A
ENST00000370056 Q9/UK/W4/swissmodel/2_563_6nf1.1.A
ENST00000245503 Q9/UK/X2/swissmodel/852_1928_7kog.1.A
ENST00000418404 Q9/UK/X3/swissmodel/27_1670_6xe9.1.D
ENST00000315757 Q9/UK/X5/swissmodel/23_1103_4neh.1.A
ENST00000261534 Q9/UK/Y4/swissmodel/57_750_6p25.1.B
ENST00000422452 Q9/UK/Z4/swissmodel/885_2721_6fb3.1.A
ENST00000295992 Q9/UK/Z9/swissmodel/29_270_6fzv.1.D
ENST00000311234 Q9/UL/03/swissmodel/3_599_7cun.1.E
ENST00000371872 Q9/UL/12/swissmodel/62_916_4pab.1.A
ENST00000244040 Q9/UL/26/swissmodel/2_168_1z0j.1.A
ENST00000301021 Q9/UL/33/swissmodel/1_139_7b6d.1.H
ENST00000216802 Q9/UL/46/swissmodel/6_235_5msk.1.A
ENST00000251287 Q9/UL/51/swissmodel/163_725_6uqf.1.A
ENST00000278314 Q9/UL/59/swissmodel/246_577_5v3j.1.C
ENST00000262839 Q9/UL/62/swissmodel/17_761_7b0j.1.A
ENST00000404971 Q9/UL/B1/swissmodel/281_1300_3qcw.1.A
ENST00000231021 Q9/UL/B4/swissmodel/54_589_3q2w.1.B
ENST00000397968 Q9/UL/B5/swissmodel/48_590_7a7d.1.H
ENST00000317483 Q9/UL/C3/swissmodel/6_189_2iez.1.A
ENST00000371315 Q9/UL/C4/swissmodel/1_181_3r90.1.A
ENST00000356116 Q9/UL/C5/swissmodel/103_683_5mss.1.A
ENST00000374103 Q9/UL/D0/swissmodel/44_1001_2xt6.1.A
ENST00000257981 Q9/UL/D8/swissmodel/3_700_5va2.1.D
ENST00000327946 Q9/UL/K0/swissmodel/22_858_6ksp.1.A
ENST00000538966 Q9/UL/L4/swissmodel/47_1235_5l59.2.A
ENST00000311437 Q9/UL/M2/swissmodel/155_469_5v3m.1.C
ENST00000393356 Q9/UL/M6/swissmodel/6_545_7ax1.1.A
ENST00000394282 Q9/UL/P0/swissmodel/9_290_2xms.1.B
ENST00000249344 Q9/UL/Q0/swissmodel/52_819_7k36.1.I
ENST00000550785 Q9/UL/Q1/swissmodel/65_794_6c96.1.A
ENST00000273541 Q9/UL/R0/swissmodel/2_170_5yzg.1.M
ENST00000287042 Q9/UL/S6/swissmodel/16_421_2r9r.1.B
ENST00000319190 Q9/UL/T0/swissmodel/12_858_5dse.2.A
ENST00000285039 Q9/UL/V0/swissmodel/5_1044_2dfs.1.A
ENST00000261401 Q9/UL/V4/swissmodel/7_399_2aq5.1.A
ENST00000270279 Q9/UL/V8/swissmodel/10_404_3zni.2.A
ENST00000373517 Q9/UL/W6/swissmodel/90_418_6n2g.1.A
ENST00000338483 Q9/UL/X9/swissmodel/24_118_2wty.1.A
ENST00000360564 Q9/UL/Z9/swissmodel/45_523_1ck7.1.A
ENST00000367881 Q9/UM/00/swissmodel/52_225_6w6l.1.r
ENST00000397532 Q9/UM/01/swissmodel/38_493_7ccs.1.B
ENST00000372844 Q9/UM/19/swissmodel/2_188_5t7c.1.A
ENST00000369977 Q9/UM/54/swissmodel/2_825_2bki.1.A
ENST00000398776 Q9/UM/Q6/swissmodel/36_737_1df0.1.A
ENST00000361568 Q9/UM/R5/swissmodel/35_302_1pja.1.A
ENST00000215794 Q9/UM/W8/swissmodel/52_370_5chv.1.A
ENST00000321531 Q9/UM/X2/swissmodel/98_224_1zo0.1.A
ENST00000366988 Q9/UM/X5/swissmodel/46_156_4x8y.1.B
ENST00000230361 Q9/UM/X6/swissmodel/2_186_1jba.1.A
ENST00000254950 Q9/UN/37/swissmodel/113_436_5xmi.1.A
ENST00000218008 Q9/UN/42/swissmodel/101_357_6jxh.1.B
ENST00000239444 Q9/UN/66/swissmodel/31_663_6e6b.1.A
ENST00000239446 Q9/UN/67/swissmodel/30_662_6e6b.1.A
ENST00000308177 Q9/UN/70/swissmodel/32_667_6e6b.1.A
ENST00000519479 Q9/UN/71/swissmodel/32_663_6e6b.1.A
ENST00000525929 Q9/UN/72/swissmodel/30_668_6e6b.1.A
ENST00000529310 Q9/UN/73/swissmodel/30_668_6e6b.1.A
ENST00000530339 Q9/UN/74/swissmodel/30_668_6e6b.1.A
ENST00000398631 Q9/UN/75/swissmodel/30_668_6e6b.1.A
ENST00000371900 Q9/UN/76/swissmodel/34_605_4xp4.1.A
ENST00000219548 Q9/UN/E7/swissmodel/23_303_2c2l.1.A
ENST00000404377 Q9/UN/G2/swissmodel/79_194_2q1m.1.C
ENST00000361544 Q9/UN/H5/swissmodel/5_343_1ohe.1.A
ENST00000293636 Q9/UN/I1/swissmodel/19_258_1bma.1.A
ENST00000375105 Q9/UN/K4/swissmodel/21_145_5g3n.1.A
ENST00000251089 Q9/UN/K9/swissmodel/217_667_6rvz.1.A
ENST00000431206 Q9/UN/M6/swissmodel/4_376_5t0g.1.0
ENST00000372830 Q9/UN/P9/swissmodel/1_301_6ff7.1.t
ENST00000395593 Q9/UN/T1/swissmodel/17_181_5szh.1.B
ENST00000316161 Q9/UN/U6/swissmodel/26_499_3b6h.2.A
ENST00000521476 Q9/UN/X3/swissmodel/1_134_6sxo.1.F
ENST00000349139 Q9/UN/X4/swissmodel/7_922_6rxt.1.I
ENST00000391884 Q9/UN/X9/swissmodel/49_376_3spg.1.D
ENST00000369466 Q9/UN/Y4/swissmodel/563_1161_6l8n.1.A
ENST00000599111 Q9/UP/65/swissmodel/4_529_5iz5.1.A
ENST00000257359 Q9/UP/79/swissmodel/219_810_6qig.1.C
ENST00000422611 Q9/UP/95/swissmodel/83_1085_6m23.1.A
ENST00000370101 Q9/UP/E1/swissmodel/54_566_6fad.3.A
ENST00000418129 Q9/UP/R0/swissmodel/137_885_3qr0.1.A
ENST00000335146 Q9/UP/T5/swissmodel/85_734_2pft.1.A
ENST00000261497 Q9/UP/T9/swissmodel/20_522_4fip.1.E
ENST00000369701 Q9/UP/U3/swissmodel/180_1109_6fg9.1.A
ENST00000519716 Q9/UP/W8/swissmodel/529_1502_5ue8.2.A
ENST00000280612 Q9/UP/Y5/swissmodel/45_498_7ccs.1.B
ENST00000566799 Q9/UQ/03/swissmodel/14_403_2aq5.1.A
ENST00000264661 Q9/UQ/05/swissmodel/3_689_5va1.1.D
ENST00000361847 Q9/UQ/07/swissmodel/4_337_4qtb.1.A
ENST00000221403 Q9/UQ/10/swissmodel/2_332_2o4u.1.B
ENST00000358155 Q9/UQ/16/swissmodel/6_745_5a3f.1.A
ENST00000294064 Q9/UQ/49/swissmodel/9_410_2f25.1.A
ENST00000268704 Q9/UQ/90/swissmodel/303_756_4eiw.1.A
ENST00000354534 Q9/UQ/D0/swissmodel/45_1881_6a90.1.A
ENST00000599343 Q9/UQ/D0/swissmodel/45_1881_6a90.1.A
ENST00000398376 Q9/UQ/M7/swissmodel/12_472_5u6y.1.A
ENST00000180173 Q9/Y2/16/swissmodel/4_510_2yf0.1.B
ENST00000396594 Q9/Y2/23/swissmodel/7_390_4zht.1.C
ENST00000358689 Q9/Y2/27/swissmodel/64_555_6wg5.1.A
ENST00000539869 Q9/Y2/33/swissmodel/74_757_3ibj.1.A
ENST00000393477 Q9/Y2/34/swissmodel/31_373_2e5a.1.A
ENST00000222823 Q9/Y2/39/swissmodel/123_948_5irm.1.A
ENST00000250340 Q9/Y2/40/swissmodel/143_321_4dn8.1.C
ENST00000452906 Q9/Y2/41/swissmodel/1_93_2lom.1.A
ENST00000366539 Q9/Y2/43/swissmodel/3_441_6hhg.1.A
ENST00000263372 Q9/Y2/57/swissmodel/3_266_3ukm.1.A
ENST00000412331 Q9/Y2/62/swissmodel/181_552_6w2t.1.b
ENST00000381922 Q9/Y2/64/swissmodel/149_503_1m1j.1.B
ENST00000225688 Q9/Y2/72/swissmodel/22_197_6p8w.2.A
ENST00000431802 Q9/Y2/76/swissmodel/29_418_6uko.1.A
ENST00000521158 Q9/Y2/77/swissmodel/2_283_6g73.2.A
ENST00000261374 Q9/Y2/78/swissmodel/107_367_6xkg.1.A
ENST00000341223 Q9/Y2/81/swissmodel/3_166_5yu8.1.H
ENST00000331457 Q9/Y2/95/swissmodel/2_367_4a9a.1.A
ENST00000360982 Q9/Y2/A7/swissmodel/7_1121_4n78.1.B
ENST00000318683 Q9/Y2/A9/swissmodel/57_365_7jhi.3.A
ENST00000367463 Q9/Y2/C2/swissmodel/98_367_4ndz.1.A
ENST00000377905 Q9/Y2/C5/swissmodel/31_491_6v4d.1.A
ENST00000436693 Q9/Y2/C9/swissmodel/33_573_3a79.1.B
ENST00000318636 Q9/Y2/D0/swissmodel/38_297_3m1q.1.A
ENST00000370155 Q9/Y2/D2/swissmodel/8_316_6oh4.1.A
ENST00000417961 Q9/Y2/E8/swissmodel/58_474_7dsw.1.A
ENST00000391898 Q9/Y2/G2/swissmodel/166_445_7jn7.1.B
ENST00000323116 Q9/Y2/G3/swissmodel/18_1111_7kyc.1.A
ENST00000351218 Q9/Y2/G7/swissmodel/157_461_5v3m.1.C
ENST00000389032 Q9/Y2/H1/swissmodel/14_455_5ncl.1.A
ENST00000375231 Q9/Y2/H8/swissmodel/253_623_5v3m.1.C
ENST00000273353 Q9/Y2/K3/swissmodel/43_1678_6xe9.1.D
ENST00000273666 Q9/Y2/K9/swissmodel/52_1058_6n8q.1.A
ENST00000377670 Q9/Y2/N7/swissmodel/8_357_4zpk.1.B
ENST00000537055 Q9/Y2/P0/swissmodel/107_385_5wjq.1.C
ENST00000381750 Q9/Y2/P8/swissmodel/5_365_3pqv.4.A
ENST00000594947 Q9/Y2/Q1/swissmodel/172_539_5v3j.2.C
ENST00000479303 Q9/Y2/Q3/swissmodel/2_221_3rpp.1.B
ENST00000349699 Q9/Y2/R4/swissmodel/124_534_4w7s.1.B
ENST00000238018 Q9/Y2/T3/swissmodel/8_451_2uz9.1.B
ENST00000335585 Q9/Y2/T4/swissmodel/18_442_3dw8.1.B
ENST00000392040 Q9/Y2/T6/swissmodel/17_298_5xsz.1.A
ENST00000340313 Q9/Y2/U2/swissmodel/6_269_3ukm.1.A
ENST00000295225 Q9/Y2/W7/swissmodel/75_252_1iku.1.A
ENST00000325464 Q9/Y2/X0/swissmodel/13_834_7lbm.1.A
ENST00000264279 Q9/Y2/X3/swissmodel/1_438_6zqd.27.A
ENST00000222402 Q9/Y2/X8/swissmodel/1_147_1z2u.1.A
ENST00000293860 Q9/Y2/Y1/swissmodel/1_108_7d58.1.I
ENST00000287143 Q9/Y2/Y8/swissmodel/110_225_1h8u.2.A
ENST00000415954 Q9/Y2/Z2/swissmodel/35_689_2zxh.1.A
ENST00000413459 Q9/Y3/03/swissmodel/6_406_7nut.1.A
ENST00000428559 Q9/Y3/15/swissmodel/44_303_1ktn.1.A
ENST00000341162 Q9/Y3/24/swissmodel/2_192_6rxt.1.P
ENST00000525748 Q9/Y3/45/swissmodel/198_768_6zpl.1.A
ENST00000334805 Q9/Y3/65/swissmodel/15_259_6ser.1.A
ENST00000373030 Q9/Y3/66/swissmodel/7_247_5fms.1.A
ENST00000482504 Q9/Y3/71/swissmodel/5_269_6upn.1.A
ENST00000373014 Q9/Y3/A2/swissmodel/4_253_6zqb.11.A
ENST00000225728 Q9/Y3/C7/swissmodel/10_122_7emf.1.0
ENST00000422424 Q9/Y3/D0/swissmodel/9_162_6tbl.1.B
ENST00000376510 Q9/Y3/D2/swissmodel/52_181_2l1u.1.A
ENST00000299633 Q9/Y3/E1/swissmodel/1_106_2b8a.1.A
ENST00000439940 Q9/Y3/E7/swissmodel/9_181_2gd5.2.A
ENST00000216038 Q9/Y3/I0/swissmodel/9_505_4dwr.1.A
ENST00000342983 Q9/Y3/L5/swissmodel/1_167_2rap.1.A
ENST00000265707 Q9/Y3/Q7/swissmodel/179_619_2ero.1.B
ENST00000262878 Q9/Y3/Z3/swissmodel/40_582_6brk.1.A
ENST00000331563 Q9/Y4/46/swissmodel/313_796_3l6x.1.A
