ENST00000322209 A0/A0/24RBG1/swissmodel/9_147_2duk.1.A
ENST00000374142 Q9/NU/E0/swissmodel/123_358_6bms.2.A
ENST00000273359 Q9/NU/J1/swissmodel/55_299_3llc.1.A
ENST00000332395 Q9/NU/L7/swissmodel/81_521_4w7s.1.A
ENST00000264689 Q9/NU/Q7/swissmodel/7_469_3oqc.1.A
ENST00000429586 Q9/NU/Q8/swissmodel/176_703_5zxd.2.A
ENST00000302243 Q9/NU/U7/swissmodel/54_471_3ews.1.A
ENST00000399002 Q9/NU/V7/swissmodel/109_529_1fc4.1.A
ENST00000439055 Q9/NU/Z1/swissmodel/38_546_5y9d.1.A
ENST00000378217 Q9/NV/23/swissmodel/11_255_3qmw.2.B
ENST00000301093 Q9/NV/72/swissmodel/250_527_5wjq.1.C
ENST00000308824 Q9/NV/79/swissmodel/4_219_1r18.1.A
ENST00000374385 Q9/NV/A1/swissmodel/105_282_6rwt.1.A
ENST00000510515 Q9/NV/A2/swissmodel/16_306_2qag.1.B
ENST00000367201 Q9/NV/F9/swissmodel/60_381_2ig7.1.A
ENST00000372648 Q9/NV/G8/swissmodel/3_397_1fkm.1.A
ENST00000334398 Q9/NV/H6/swissmodel/55_420_6npb.1.A
ENST00000229395 Q9/NV/K5/swissmodel/75_223_4gkw.1.B
ENST00000339507 Q9/NV/M4/swissmodel/27_688_4c4a.1.A
ENST00000374692 Q9/NV/V0/swissmodel/5_228_6iz3.1.A
ENST00000442241 Q9/NV/X2/swissmodel/13_485_4wjs.1.A
ENST00000597229 Q9/NW/07/swissmodel/148_438_5wjq.1.C
ENST00000228347 Q9/NW/08/swissmodel/18_1132_6eu2.1.B
ENST00000400198 Q9/NW/B6/swissmodel/108_250_2i1k.1.A
ENST00000621355 Q9/NW/M0/swissmodel/24_552_5mbx.1.A
ENST00000394650 Q9/NW/R8/swissmodel/59_331_6o58.1.I
ENST00000266069 Q9/NW/U2/swissmodel/22_201_6q8f.1.B
ENST00000277458 Q9/NW/X5/swissmodel/14_345_5led.1.A
ENST00000276062 Q9/NX/14/swissmodel/51_152_6qcf.1.f
ENST00000301761 Q9/NX/18/swissmodel/56_151_2lm4.1.A
ENST00000274606 Q9/NX/24/swissmodel/40_149_2lbx.1.A
ENST00000267328 Q9/NX/57/swissmodel/7_171_2fu5.2.B
ENST00000262644 Q9/NX/62/swissmodel/60_356_1jp4.1.A
ENST00000379287 Q9/NX/C2/swissmodel/3_362_5a02.1.A
ENST00000344861 Q9/NX/F8/swissmodel/33_290_6bms.1.A
ENST00000357503 Q9/NX/H8/swissmodel/147_423_5j1s.1.A
ENST00000437766 Q9/NX/H9/swissmodel/55_508_3axs.1.A
ENST00000269919 Q9/NX/J5/swissmodel/4_195_4hps.1.B
ENST00000395407 Q9/NX/K6/swissmodel/6_283_5lxg.1.A
ENST00000316316 Q9/NX/L9/swissmodel/7_623_5bk4.1.A
ENST00000399004 Q9/NX/P7/swissmodel/42_427_3oyi.1.A
ENST00000267339 Q9/NX/R5/swissmodel/21_293_5jhq.1.A
ENST00000344773 Q9/NX/R7/swissmodel/1_383_6h3c.1.C
ENST00000396154 Q9/NX/T0/swissmodel/85_368_5wjq.1.C
ENST00000504924 Q9/NX/U5/swissmodel/31_195_3lvr.1.A
ENST00000292566 Q9/NX/W9/swissmodel/67_275_2iuw.1.A
ENST00000370336 Q9/NX/Z2/swissmodel/190_627_4lk2.1.A
ENST00000252318 Q9/NY/28/swissmodel/120_626_6h0b.2.A
ENST00000356018 Q9/NY/30/swissmodel/1_140_5td6.1.B
ENST00000537611 Q9/NY/37/swissmodel/60_466_4nyk.1.A
ENST00000282908 Q9/NY/57/swissmodel/14_369_4fr4.1.A
ENST00000373371 Q9/NY/64/swissmodel/22_475_6h7d.1.A
ENST00000330423 Q9/NY/65/swissmodel/1_436_6e88.1.A
ENST00000367927 Q9/NY/84/swissmodel/25_489_4cyf.1.A
ENST00000258772 Q9/NY/93/swissmodel/5_418_3eiq.1.C
ENST00000323374 Q9/NY/A1/swissmodel/9_364_3vzd.1.A
ENST00000262442 Q9/NY/C9/swissmodel/25_4485_6sc2.1.A
ENST00000357385 Q9/NY/G5/swissmodel/1_84_6q6h.1.H
ENST00000205143 Q9/NY/J7/swissmodel/27_390_4cc0.1.A
ENST00000380659 Q9/NY/K1/swissmodel/27_833_5gmf.1.A
ENST00000307301 Q9/NY/K5/swissmodel/36_322_5oom.1.4
ENST00000550765 Q9/NY/L4/swissmodel/35_180_5mgx.1.A
ENST00000275016 Q9/NY/L5/swissmodel/21_469_5v5z.1.A
ENST00000243673 Q9/NY/M4/swissmodel/68_361_6j21.1.A
ENST00000361035 Q9/NY/Q3/swissmodel/3_348_1tb3.1.A
ENST00000388759 Q9/NY/S0/swissmodel/6_176_6gof.1.A
ENST00000376747 Q9/NY/U1/swissmodel/31_1505_5nv4.1.A
ENST00000259253 Q9/NY/U2/swissmodel/43_1530_5n2j.2.A
ENST00000198767 Q9/NY/V6/swissmodel/54_585_3tj1.1.A
ENST00000296754 Q9/NZ/08/swissmodel/38_933_5j6s.1.A
ENST00000254286 Q9/NZ/32/swissmodel/12_390_5afu.1.P
ENST00000370053 Q9/NZ/72/swissmodel/38_179_6h9b.1.E
ENST00000358741 Q9/NZ/94/swissmodel/40_631_3be8.1.A
ENST00000535671 Q9/NZ/H0/swissmodel/42_300_4or2.1.A
ENST00000259213 Q9/NZ/H7/swissmodel/8_135_6p9e.1.A
ENST00000434108 Q9/NZ/I2/swissmodel/32_227_3dd4.1.A
ENST00000263707 Q9/NZ/I6/swissmodel/44_295_5mpi.1.A
ENST00000254759 Q9/NZ/J6/swissmodel/96_332_4kdc.1.A
ENST00000337179 Q9/NZ/J9/swissmodel/9_146_2duk.1.A
ENST00000304685 Q9/NZ/L6/swissmodel/11_502_5cm8.1.A
ENST00000508883 Q9/NZ/M6/swissmodel/21_513_5k47.1.A
ENST00000322054 Q9/NZ/N3/swissmodel/19_532_2qpt.1.A
ENST00000263277 Q9/NZ/N4/swissmodel/6_539_4cid.1.A
ENST00000641516 Q9/NZ/P2/swissmodel/20_304_6cmo.1.A
ENST00000266542 Q9/NZ/P8/swissmodel/166_485_1md8.1.A
ENST00000295314 Q9/NZ/Q9/swissmodel/170_344_4pki.1.B
ENST00000617889 Q9/NZ/S2/swissmodel/112_231_3m9z.1.A
ENST00000331113 Q9/NZ/V8/swissmodel/36_417_5wie.1.B
ENST00000222644 Q9/NZ/W5/swissmodel/122_540_4wsi.1.A
ENST00000373408 Q9/P0/B6/swissmodel/12_72_4rsj.1.A
ENST00000391802 Q9/P0/G3/swissmodel/4_264_4o03.1.A
ENST00000396200 Q9/P0/J1/swissmodel/82_534_3mq3.1.A
ENST00000340541 Q9/P0/L0/swissmodel/8_141_2cri.1.A
ENST00000244241 Q9/P0/M4/swissmodel/86_195_1jpy.1.B
ENST00000306368 Q9/P0/P0/swissmodel/72_150_5o6c.1.A
ENST00000587252 Q9/P0/T4/swissmodel/47_196_5v3m.1.C
ENST00000276943 Q9/P0/W0/swissmodel/28_206_1au1.1.A
ENST00000333651 Q9/P0/W2/swissmodel/63_261_3tmm.1.A
ENST00000323372 Q9/P0/Z9/swissmodel/8_388_1l9c.1.A
ENST00000322348 Q9/P1/09/swissmodel/70_431_2gak.1.A
ENST00000425719 Q9/P1/21/swissmodel/35_332_4y61.1.A
ENST00000367931 Q9/P1/P5/swissmodel/3_329_4n6h.1.A
ENST00000376782 Q9/P1/U0/swissmodel/11_126_4c2m.1.I
ENST00000256001 Q9/P1/U1/swissmodel/1_415_4xei.1.A
ENST00000368358 Q9/P1/Z3/swissmodel/64_620_5k7l.1.A
ENST00000572933 Q9/P2/25/swissmodel/78_4425_6sc2.1.A
ENST00000456783 Q9/P2/55/swissmodel/166_444_5wjq.1.C
ENST00000511685 Q9/P2/73/swissmodel/863_2695_6fb3.1.A
ENST00000595464 Q9/P2/96/swissmodel/39_319_5o9h.1.B
ENST00000621465 Q9/P2/99/swissmodel/43_180_5a1y.1.S
ENST00000420323 Q9/P2/D7/swissmodel/594_4263_6sc2.1.A
ENST00000326448 Q9/P2/H3/swissmodel/1_644_5n4a.1.A
ENST00000311765 Q9/P2/J9/swissmodel/79_525_3mq3.1.A
ENST00000381271 Q9/P2/K6/swissmodel/193_500_5cgj.1.A
ENST00000328559 Q9/P2/M1/swissmodel/44_342_6deh.2.A
ENST00000570535 Q9/P2/R3/swissmodel/218_1089_4rlv.1.A
ENST00000265459 Q9/P2/S2/swissmodel/287_1343_3r05.1.A
ENST00000372105 Q9/P2/V4/swissmodel/22_347_2id5.1.C
ENST00000393795 Q9/P2/W1/swissmodel/8_215_4y66.3.B
ENST00000248150 Q9/P2/W3/swissmodel/5_63_5ukm.1.C
ENST00000356136 Q9/P2/Y5/swissmodel/52_441_5dfz.1.A
ENST00000300119 Q9/UB/C5/swissmodel/6_876_4anj.1.A
ENST00000367819 Q9/UB/D3/swissmodel/22_114_1j8i.1.A
ENST00000257789 Q9/UB/D5/swissmodel/41_708_5uj8.1.A
ENST00000312438 Q9/UB/D9/swissmodel/34_208_1cnt.1.A
ENST00000407008 Q9/UB/E8/swissmodel/137_491_5o7i.1.A
ENST00000247452 Q9/UB/F1/swissmodel/117_339_2wa0.1.A
ENST00000425248 Q9/UB/F2/swissmodel/21_870_5a1u.1.U
ENST00000343694 Q9/UB/G7/swissmodel/46_486_6py8.1.D
ENST00000370982 Q9/UB/I6/swissmodel/10_68_5ukm.1.C
ENST00000308666 Q9/UB/J2/swissmodel/77_687_6jbj.1.A
ENST00000409875 Q9/UB/K7/swissmodel/22_189_1gwn.1.A
ENST00000264668 Q9/UB/K8/swissmodel/1_698_3fjo.1.A
ENST00000343948 Q9/UB/L9/swissmodel/25_381_5svk.1.A
ENST00000367222 Q9/UB/M4/swissmodel/128_330_5yq5.3.A
ENST00000355527 Q9/UB/M7/swissmodel/41_475_4quv.1.A
ENST00000262138 Q9/UB/N1/swissmodel/5_213_6dlz.1.A
ENST00000625583 Q9/UB/N4/swissmodel/21_758_5zbg.1.A
ENST00000370113 Q9/UB/Q6/swissmodel/61_327_1omz.1.A
ENST00000312629 Q9/UB/S0/swissmodel/57_393_4l44.1.A
ENST00000439351 Q9/UB/S4/swissmodel/22_345_6psi.1.A
ENST00000325551 Q9/UB/T7/swissmodel/92_718_4igg.1.A
ENST00000336735 Q9/UB/V2/swissmodel/205_700_4bwr.1.A
ENST00000222462 Q9/UB/V4/swissmodel/45_365_6ahy.1.B
ENST00000373703 Q9/UB/V8/swissmodel/116_283_3aak.1.A
ENST00000594768 Q9/UB/X7/swissmodel/54_279_1npm.1.A
ENST00000306851 Q9/UB/X8/swissmodel/105_375_1fgx.1.A
ENST00000440886 Q9/UB/Y5/swissmodel/1_308_4z34.1.A
ENST00000374987 Q9/UB/Z4/swissmodel/1_313_2j63.1.A
ENST00000341976 Q9/UC/06/swissmodel/110_387_5wjq.1.C
ENST00000429654 Q9/UC/07/swissmodel/273_557_5wjq.1.C
ENST00000370763 Q9/UD/Y4/swissmodel/3_332_4j80.2.A
ENST00000449742 Q9/UD/Y6/swissmodel/133_481_6fln.1.B
ENST00000648544 Q9/UE/E5/swissmodel/52_363_3ku2.1.A
ENST00000348411 Q9/UE/T6/swissmodel/9_240_6jp6.1.B
ENST00000355999 Q9/UE/W8/swissmodel/61_384_4lgd.1.A
ENST00000301175 Q9/UF/12/swissmodel/154_508_2g37.1.A
ENST00000542267 Q9/UF/56/swissmodel/318_676_6o60.1.C
ENST00000517876 Q9/UF/F9/swissmodel/10_280_4gmj.1.B
ENST00000389840 Q9/UF/H2/swissmodel/9_4461_6sc2.1.A
ENST00000287844 Q9/UG/63/swissmodel/84_609_5zxd.2.A
ENST00000222388 Q9/UG/63/swissmodel/84_609_5zxd.2.A
ENST00000367233 Q9/UG/C7/swissmodel/21_377_4v63.1.Y
ENST00000439262 Q9/UG/I9/swissmodel/179_480_2v9j.1.C
ENST00000287878 Q9/UG/J0/swissmodel/258_557_6c9f.1.C
ENST00000265965 Q9/UG/K8/swissmodel/3_404_1a12.1.C
ENST00000367264 Q9/UG/L1/swissmodel/25_801_5k4l.1.A
ENST00000260443 Q9/UH/A3/swissmodel/1_150_3jct.1.k
ENST00000371521 Q9/UH/B4/swissmodel/3_597_3fjo.1.A
ENST00000297512 Q9/UH/C3/swissmodel/40_459_4nyk.1.A
ENST00000659997 Q9/UH/D0/swissmodel/22_177_1n1f.1.A
ENST00000261796 Q9/UH/F5/swissmodel/75_180_1jpy.1.A
ENST00000328631 Q9/UH/H9/swissmodel/202_424_4o4b.1.B
ENST00000394752 Q9/UH/J3/swissmodel/19_455_3h6z.1.A
ENST00000382085 Q9/UH/K6/swissmodel/2_359_2yim.1.A
ENST00000372071 Q9/UH/M6/swissmodel/64_366_2z73.1.A
ENST00000400183 Q9/UH/P3/swissmodel/157_704_6h4j.1.A
ENST00000216036 Q9/UH/P6/swissmodel/26_344_5mfm.1.A
ENST00000261340 Q9/UH/P7/swissmodel/72_191_4qkh.1.B
ENST00000367249 Q9/UH/Q9/swissmodel/36_305_1ndh.1.A
ENST00000543199 Q9/UH/W5/swissmodel/4_257_1yrb.1.A
ENST00000359530 Q9/UI/12/swissmodel/8_465_1ho8.1.A
ENST00000393917 Q9/UI/15/swissmodel/16_157_1wym.1.A
ENST00000409296 Q9/UI/26/swissmodel/7_973_6fvb.1.A
ENST00000460241 Q9/UI/38/swissmodel/43_361_2xxl.1.A
ENST00000433211 Q9/UI/47/swissmodel/17_852_1tr2.2.A
ENST00000248901 Q9/UI/A0/swissmodel/8_394_6u3e.1.A
ENST00000496856 Q9/UI/D6/swissmodel/232_484_5v3j.1.C
ENST00000429154 Q9/UI/E0/swissmodel/137_414_5wjq.1.C
ENST00000335514 Q9/UI/I2/swissmodel/44_103_1gmj.1.A
ENST00000262096 Q9/UI/J5/swissmodel/12_297_6bmm.1.A
ENST00000643607 Q9/UI/L4/swissmodel/13_382_2y65.2.C
ENST00000375156 Q9/UI/M3/swissmodel/99_349_5omp.1.A
ENST00000393409 Q9/UI/W2/swissmodel/39_1229_5l56.1.B
ENST00000371571 Q9/UI/X4/swissmodel/59_471_5wie.1.B
ENST00000336431 Q9/UJ/14/swissmodel/136_657_4y23.1.A
ENST00000380828 Q9/UJ/41/swissmodel/134_452_4q9u.1.A
ENST00000317173 Q9/UJ/68/swissmodel/24_234_2l90.1.A
ENST00000613852 Q9/UJ/70/swissmodel/1_344_2ch5.1.A
ENST00000359299 Q9/UJ/72/swissmodel/6_321_1aii.1.A
ENST00000321169 Q9/UJ/83/swissmodel/13_568_2q27.1.A
ENST00000372101 Q9/UJ/90/swissmodel/1_110_2k21.1.A
ENST00000316249 Q9/UJ/96/swissmodel/15_416_5wie.1.B
ENST00000537909 Q9/UJ/99/swissmodel/63_607_5erd.1.A
ENST00000378886 Q9/UJ/A3/swissmodel/92_753_4r7y.1.A
ENST00000372684 Q9/UJ/D0/swissmodel/76_283_5ccg.1.E
ENST00000007390 Q9/UJ/K0/swissmodel/56_217_5apg.1.A
ENST00000411995 Q9/UJ/L9/swissmodel/220_498_5wjq.1.C
ENST00000244576 Q9/UJ/N7/swissmodel/81_356_5wjq.1.C
ENST00000246070 Q9/UJ/Q1/swissmodel/43_229_5gv0.1.A
ENST00000377428 Q9/UJ/Q7/swissmodel/42_156_1ikt.1.A
ENST00000368662 Q9/UJ/T0/swissmodel/1_460_5mlv.1.C
ENST00000325752 Q9/UJ/T1/swissmodel/1_453_3cb2.1.A
ENST00000504595 Q9/UJ/T9/swissmodel/111_484_6o60.1.C
ENST00000475541 Q9/UJ/V8/swissmodel/56_244_5fgp.1.A
ENST00000259782 Q9/UJ/W2/swissmodel/153_470_5fpw.1.A
ENST00000270172 Q9/UJ/W3/swissmodel/34_380_2pvc.1.A
ENST00000361711 Q9/UJ/X0/swissmodel/116_475_4usr.1.A
ENST00000510092 Q9/UJ/X5/swissmodel/6_757_5lcw.1.I
ENST00000281938 Q9/UJ/Y1/swissmodel/6_171_5ltw.2.C
ENST00000300873 Q9/UK/08/swissmodel/7_66_5ukm.1.C
ENST00000434772 Q9/UK/11/swissmodel/173_451_5wjq.1.C
ENST00000391960 Q9/UK/12/swissmodel/114_392_5wjq.1.C
ENST00000354287 Q9/UK/22/swissmodel/43_296_2e31.1.A
ENST00000325333 Q9/UK/33/swissmodel/44_172_5v3j.2.C
ENST00000260803 Q9/UK/59/swissmodel/1_364_4peg.1.A
ENST00000306917 Q9/UK/73/swissmodel/5_600_4rlv.1.A
ENST00000369244 Q9/UK/A2/swissmodel/277_607_6o60.1.C
ENST00000330263 Q9/UK/D2/swissmodel/1_221_4v7f.1.g
ENST00000369400 Q9/UK/F2/swissmodel/199_668_3g5c.1.A
ENST00000359240 Q9/UK/F5/swissmodel/193_660_5y2z.1.A
ENST00000581322 Q9/UK/F7/swissmodel/1_249_1uw5.1.A
ENST00000419147 Q9/UK/G9/swissmodel/11_612_1xl8.1.A
ENST00000248948 Q9/UK/I3/swissmodel/19_122_4kte.1.B
ENST00000603540 Q9/UK/J8/swissmodel/203_669_5y31.1.A
ENST00000381055 Q9/UK/P5/swissmodel/250_830_6qig.1.C
ENST00000265769 Q9/UK/Q2/swissmodel/199_663_5y2z.1.A
ENST00000594211 Q9/UK/Q9/swissmodel/24_248_5ms4.3.A
ENST00000250351 Q9/UK/R0/swissmodel/22_245_5ms4.3.A
ENST00000595793 Q9/UK/R3/swissmodel/36_264_6skb.1.A
ENST00000298838 Q9/UK/S6/swissmodel/13_300_4bne.1.A
ENST00000651356 Q9/UK/U0/swissmodel/89_694_5msc.1.A
ENST00000261180 Q9/UK/U6/swissmodel/125_1023_5lhd.1.A
ENST00000527011 Q9/UK/W4/swissmodel/2_562_3ky9.1.A
ENST00000423218 Q9/UK/X5/swissmodel/23_1132_4neh.1.A
ENST00000261534 Q9/UK/Y4/swissmodel/51_750_6p25.1.B
ENST00000422452 Q9/UK/Z4/swissmodel/886_2721_6fb3.1.A
ENST00000295992 Q9/UK/Z9/swissmodel/36_322_4aqb.1.A
ENST00000439388 Q9/UL/12/swissmodel/62_914_4p9s.1.A
ENST00000244040 Q9/UL/26/swissmodel/2_168_1z0j.1.A
ENST00000278319 Q9/UL/58/swissmodel/252_513_5wjq.1.C
ENST00000262839 Q9/UL/62/swissmodel/15_761_5z96.1.A
ENST00000404971 Q9/UL/B1/swissmodel/280_1296_3poy.1.A
ENST00000231021 Q9/UL/B4/swissmodel/54_597_5erd.1.B
ENST00000323011 Q9/UL/B5/swissmodel/48_591_5erd.1.B
ENST00000468148 Q9/UL/C3/swissmodel/7_221_3wy9.1.A
ENST00000371315 Q9/UL/C4/swissmodel/1_181_3r90.1.A
ENST00000356116 Q9/UL/C5/swissmodel/74_680_5msc.1.A
ENST00000374103 Q9/UL/D0/swissmodel/42_1001_2xt6.1.A
ENST00000257981 Q9/UL/D8/swissmodel/3_701_5va1.1.A
ENST00000327946 Q9/UL/K0/swissmodel/18_864_6njn.1.A
ENST00000538966 Q9/UL/L4/swissmodel/42_1235_5l5k.1.A
ENST00000311437 Q9/UL/M2/swissmodel/133_414_5v3j.2.C
ENST00000261951 Q9/UL/M6/swissmodel/169_543_3ngq.1.A
ENST00000394282 Q9/UL/P0/swissmodel/9_290_2xmq.1.A
ENST00000646147 Q9/UL/P9/swissmodel/27_310_5hjn.1.A
ENST00000550785 Q9/UL/Q1/swissmodel/65_781_6c96.1.A
ENST00000273541 Q9/UL/R0/swissmodel/2_170_5yzg.1.M
ENST00000228705 Q9/UL/R3/swissmodel/141_508_2i44.2.A
ENST00000394850 Q9/UL/T0/swissmodel/9_858_6bq1.1.B
ENST00000420959 Q9/UL/V4/swissmodel/7_400_2aq5.1.A
ENST00000373517 Q9/UL/W6/swissmodel/100_417_6n2g.1.A
ENST00000461366 Q9/UL/X5/swissmodel/132_542_3q5e.1.A
ENST00000538320 Q9/UL/X9/swissmodel/24_112_3a5t.1.B
ENST00000360564 Q9/UL/Z9/swissmodel/47_523_1gxd.2.A
ENST00000372844 Q9/UM/19/swissmodel/2_185_2l2e.1.A
ENST00000360537 Q9/UM/63/swissmodel/3_248_5v3m.1.C
ENST00000398776 Q9/UM/Q6/swissmodel/36_737_1kfu.1.A
ENST00000361568 Q9/UM/R5/swissmodel/35_302_1pja.1.A
ENST00000215794 Q9/UM/W8/swissmodel/49_369_5cht.1.A
ENST00000366988 Q9/UM/X5/swissmodel/45_144_1j03.1.A
ENST00000230361 Q9/UM/X6/swissmodel/2_186_1jba.1.A
ENST00000218008 Q9/UN/42/swissmodel/102_357_5ylv.1.B
ENST00000239444 Q9/UN/66/swissmodel/31_665_6e6b.1.A
ENST00000239446 Q9/UN/67/swissmodel/30_664_6e6b.1.A
ENST00000308177 Q9/UN/70/swissmodel/32_668_6e6b.1.A
ENST00000519479 Q9/UN/71/swissmodel/32_664_6e6b.1.A
ENST00000525929 Q9/UN/72/swissmodel/30_671_6e6b.1.A
ENST00000529310 Q9/UN/73/swissmodel/30_671_6e6b.1.A
ENST00000530339 Q9/UN/74/swissmodel/30_671_6e6b.1.A
ENST00000398631 Q9/UN/75/swissmodel/30_671_6e6b.1.A
ENST00000598581 Q9/UN/76/swissmodel/34_606_4xpg.1.A
ENST00000293636 Q9/UN/I1/swissmodel/19_258_1eai.2.A
ENST00000375105 Q9/UN/K4/swissmodel/21_145_1n29.1.A
ENST00000431206 Q9/UN/M6/swissmodel/1_376_5ln3.1.W
ENST00000372830 Q9/UN/P9/swissmodel/1_301_6ff7.1.t
ENST00000395593 Q9/UN/T1/swissmodel/22_189_1gwn.1.A
ENST00000316161 Q9/UN/U6/swissmodel/27_499_2iag.1.A
ENST00000329797 Q9/UN/W8/swissmodel/29_322_4xnw.2.A
ENST00000519974 Q9/UN/X3/swissmodel/1_134_4ug0.24.A
ENST00000349139 Q9/UN/X4/swissmodel/7_923_5wlc.22.A
ENST00000342291 Q9/UN/X9/swissmodel/49_376_3spg.1.A
ENST00000369466 Q9/UN/Y4/swissmodel/559_1162_6g7e.1.A
ENST00000250076 Q9/UN/Y5/swissmodel/176_411_5v3j.1.C
ENST00000287934 Q9/UP/38/swissmodel/112_638_5l7d.1.A
ENST00000223051 Q9/UP/52/swissmodel/138_793_5f09.1.A
ENST00000257359 Q9/UP/79/swissmodel/219_811_6qig.1.C
ENST00000378142 Q9/UP/C5/swissmodel/44_334_4pxz.1.A
ENST00000261842 Q9/UP/M8/swissmodel/30_609_1w63.1.A
ENST00000305364 Q9/UP/Q4/swissmodel/139_487_4cg4.1.A
ENST00000615277 Q9/UP/R0/swissmodel/138_884_3qr1.1.A
ENST00000335146 Q9/UP/T5/swissmodel/85_734_2pft.1.A
ENST00000261497 Q9/UP/T9/swissmodel/171_522_2y6e.1.A
ENST00000369701 Q9/UP/U3/swissmodel/180_1109_6fg9.1.B
ENST00000533871 Q9/UP/X0/swissmodel/21_706_6iaa.2.A
ENST00000261861 Q9/UQ/03/swissmodel/14_401_2aq5.1.A
ENST00000607371 Q9/UQ/05/swissmodel/7_690_5k7l.1.A
ENST00000361847 Q9/UQ/07/swissmodel/4_337_4qtb.1.A
ENST00000221403 Q9/UQ/10/swissmodel/2_332_2poq.1.A
ENST00000369452 Q9/UQ/13/swissmodel/160_490_4u08.1.A
ENST00000531509 Q9/UQ/49/swissmodel/6_412_2f29.1.A
ENST00000350110 Q9/UQ/52/swissmodel/316_899_4yh7.1.A
ENST00000320078 Q9/UQ/72/swissmodel/33_323_5d4k.1.A
ENST00000306511 Q9/UQ/74/swissmodel/33_416_3laf.1.A
ENST00000340252 Q9/UQ/Q1/swissmodel/35_740_4twe.1.A
ENST00000180173 Q9/Y2/16/swissmodel/4_510_2yf0.1.A
ENST00000396594 Q9/Y2/23/swissmodel/7_390_4zht.1.A
ENST00000358689 Q9/Y2/27/swissmodel/86_540_3zx3.2.A
ENST00000393471 Q9/Y2/34/swissmodel/31_373_2e5a.1.A
ENST00000664196 Q9/Y2/37/swissmodel/29_131_1fjd.1.A
ENST00000250340 Q9/Y2/40/swissmodel/143_321_4dn8.1.A
ENST00000452906 Q9/Y2/41/swissmodel/1_93_2lom.1.A
ENST00000263372 Q9/Y2/57/swissmodel/3_270_3ukm.1.A
ENST00000381922 Q9/Y2/64/swissmodel/176_503_1m1j.1.F
ENST00000225688 Q9/Y2/72/swissmodel/24_244_1xzq.1.A
ENST00000359273 Q9/Y2/76/swissmodel/185_402_4ww0.1.C
ENST00000521158 Q9/Y2/77/swissmodel/1_283_5xdn.1.A
ENST00000261374 Q9/Y2/78/swissmodel/110_367_1t8t.1.A
ENST00000298159 Q9/Y2/81/swissmodel/1_166_1tvj.1.A
ENST00000357394 Q9/Y2/82/swissmodel/54_337_3zlc.2.A
ENST00000262457 Q9/Y2/83/swissmodel/6_549_5y4d.1.A
ENST00000360982 Q9/Y2/A7/swissmodel/7_1121_4n78.1.B
ENST00000273308 Q9/Y2/B0/swissmodel/25_172_4ddj.1.A
ENST00000225609 Q9/Y2/B2/swissmodel/39_232_1q74.1.A
ENST00000367463 Q9/Y2/C2/swissmodel/100_378_3f5f.1.A
ENST00000318636 Q9/Y2/D0/swissmodel/61_298_1keq.1.A
ENST00000370153 Q9/Y2/D2/swissmodel/8_313_6oh2.1.A
ENST00000285599 Q9/Y2/E5/swissmodel/18_1006_6b9o.1.A
ENST00000323116 Q9/Y2/G3/swissmodel/19_1112_6roj.1.A
ENST00000351218 Q9/Y2/G7/swissmodel/185_490_5v3j.2.C
ENST00000375847 Q9/Y2/G8/swissmodel/28_488_5ayk.1.A
ENST00000537055 Q9/Y2/P0/swissmodel/135_413_5wjq.1.C
ENST00000263093 Q9/Y2/P5/swissmodel/110_653_6q2m.1.A
ENST00000381750 Q9/Y2/P8/swissmodel/7_372_5wlc.50.A
ENST00000594947 Q9/Y2/Q1/swissmodel/198_482_5wjq.1.C
ENST00000479303 Q9/Y2/Q3/swissmodel/2_221_3rpp.1.A
ENST00000368302 Q9/Y2/Q5/swissmodel/1_125_6b9x.1.B
ENST00000617633 Q9/Y2/R4/swissmodel/124_547_6qw6.1.X
ENST00000355264 Q9/Y2/T2/swissmodel/1_418_6cri.1.F
ENST00000238018 Q9/Y2/T3/swissmodel/8_451_3e0l.1.A
ENST00000335585 Q9/Y2/T4/swissmodel/21_442_3dw8.1.B
ENST00000340313 Q9/Y2/U2/swissmodel/6_270_3ukm.1.A
ENST00000264279 Q9/Y2/X3/swissmodel/1_434_6rxz.21.A
ENST00000222402 Q9/Y2/X8/swissmodel/1_147_2oxq.1.B
ENST00000293860 Q9/Y2/Y1/swissmodel/1_108_5fj9.1.I
ENST00000394642 Q9/Y2/Y6/swissmodel/44_208_3ay5.1.A
ENST00000287143 Q9/Y2/Y8/swissmodel/110_225_1h8u.2.A
ENST00000415954 Q9/Y2/Z2/swissmodel/35_688_2zxh.1.A
ENST00000413459 Q9/Y3/03/swissmodel/12_402_3iv8.2.A
ENST00000379303 Q9/Y3/05/swissmodel/100_427_4mob.1.A
ENST00000428559 Q9/Y3/15/swissmodel/25_299_3r12.1.A
ENST00000379383 Q9/Y3/16/swissmodel/5_297_3bcz.1.A
ENST00000341162 Q9/Y3/24/swissmodel/2_195_5oql.1.P
ENST00000440804 Q9/Y3/36/swissmodel/19_339_5lfv.2.A
ENST00000525748 Q9/Y3/45/swissmodel/189_757_4xp4.1.A
ENST00000543304 Q9/Y3/65/swissmodel/26_222_1ln1.1.A
ENST00000373030 Q9/Y3/66/swissmodel/7_247_5fms.1.A
ENST00000260361 Q9/Y3/75/swissmodel/119_309_1v0a.1.A
ENST00000354926 Q9/Y3/83/swissmodel/1_230_5zwn.1.R
ENST00000557185 Q9/Y3/94/swissmodel/46_312_1y5r.1.A
