TRAJ23 A0A075B6U7
PRAMEF14 Q5SWL7
UTF1 Q5T230
IDNK Q5T6J7
LCE1F Q5T754
DNAAF9 Q5TEA3
ZDHHC20 Q5W0Z9
ZNF57 Q68EA5
MCTP1 Q6DN14
GDF6 Q6KF10
CYB5D1 Q6P9G0
SHQ1 Q6PI26
TMEM270 Q6UE05
LINC00305 Q7Z4B0
TRMT11 Q7Z4G4
NECAB2 Q7Z6G3
SLC51A Q86UW1
CD163 Q86VB7
RTTN Q86VV8
ANKRD46 Q86W74
KLHDC8A Q8IYD2
HACE1 Q8IYU2
SIDT2 Q8NBJ9
OR52B6 Q8NGF0
OR2Y1 Q8NGV0
OR1F12 Q8NHA8
SETD6 Q8TBK2
MARCHF1 Q8TCQ1
TAS1R2 Q8TE23
EPS8L3 Q8TE67
NLRP7 Q8WX94
EAF2 Q96CJ1
ZNF689 Q96CS4
WDR90 Q96KV7
NUDCD1 Q96RS6
USP28 Q96RU2
TSPAN18 Q96SJ8
LRRC1 Q9BTT6
DUSP26 Q9BV47
VN1R3 Q9BXE9
SAMD10 Q9BYL1
NSD3 Q9BZ95
REXO4 Q9GZR2
ELOVL4 Q9GZR5
ATXN3L Q9H3M9
PDZD7 Q9H5P4
IKZF5 Q9H5V7
DHX35 Q9H5Z1
DENND2D Q9H6A0
C11orf49 Q9H6J7
WDR26 Q9H7D7
RSAD1 Q9HA92
WBP1L Q9NX94
MKS1 Q9NXB0
MRPL36 Q9P0J6
KLHL14 Q9P2G3
PRR12 Q9ULL5
SCML2 Q9UQR0
TLL2 Q9Y6L7
LY96 Q9Y6Y9
TRBV20-1 A0A075B6N2
IGLV9-49 A0A0B4J1Y8
IGHV1-69D A0A0B4J2H0
KANTR A0A1W2PQU2
TMEM271 A0A286YF58
TRIM51GP A0A3B3IT33
ZSCAN5C A6NGD5
SHISAL2B A6NKW6
DRGX A6NNA5
USP17L15 C9J2P7
TK2 O00142
PSMD14 O00487
IRS4 O14654
HGS O14964
PFAS O15067
CHUK O15111
CTDSPL O15194
GPR182 O15218
CCL25 O15444
OR1I1 O60431
ADAM23 O75077
CBFA2T3 O75081
ERN1 O75460
SULT1C4 O75897
ACTL6A O96019
S100B P04271
ARG1 P05089
SERPINA7 P05543
GSTT2B P0CG30
GOLGA6D P0CG33
SMIM17 P0DL12
RO60 P10155
IL7 P13232
H2AX P16104
PVALB P20472
NFYA P23511
FKBP2 P26885
CAD P27708
MAPK1 P28482
COL18A1 P39060
PKNOX1 P55347
RAG2 P55895
KCNQ4 P56696
RUNX1T1 Q06455
SPTAN1 Q13813
KEAP1 Q14145
NCAPD2 Q15021
FOXD1 Q16676
RFX7 Q2KHR2
UGT3A2 Q3SY77
PARP15 Q460N3
CDCA8 Q53HL2
HES3 Q5TGS1
PDE4DIP Q5VU43
UBE2U Q5VVX9
PMS2CL Q68D20
TMEM215 Q68D42
DNAH12 Q6ZR08
PRNT Q86SH4
GPR180 Q86V85
GLYCTK Q8IVS8
ZSCAN29 Q8IWY8
C9orf40 Q8IXQ3
PGAM4 Q8N0Y7
MARVELD2 Q8N4S9
SH2D3C Q8N5H7
ZNF383 Q8NA42
ATP11C Q8NB49
CNNM3 Q8NE01
OR4A15 Q8NGL6
SLC37A2 Q8TED4
FBLIM1 Q8WUP2
LRRN4 Q8WUT4
KCNJ9 Q92806
SENP5 Q96HI0
CITED4 Q96RK1
ATXN2 Q99700
CMKLR1 Q99788
EIF2AK1 Q9BQI3
CCDC3 Q9BQI4
LZTS2 Q9BRK4
EFCAB11 Q9BUY7
SHANK3 Q9BYB0
PARD6B Q9BYG5
FRMD8P1 Q9BZ68
DCLRE1B Q9H816
ERVMER34-1 Q9H9K5
SAR1A Q9NR31
MIOS Q9NXC5
CLDND1 Q9NY35
ITSN2 Q9NZM3
PKD2L1 Q9P0L9
ARHGAP28 Q9P2N2
GIMAP2 Q9UG22
RCOR1 Q9UKL0
INTS6 Q9UL03
SCML1 Q9UN30
TRAF3IP3 Q9Y228
EPB41L3 Q9Y2J2
PCDHA3 Q9Y5H8
MMP24OS A0A0U1RRL7
ANKRD18B A2A2Z9
TMEM131L A2VDJ0
ZNF891 A8MT65
UBD O15205
NRP2 O60462
ZIC3 O60481
PPP6R2 O75170
RPS6KA4 O75676
SLC22A5 O76082
JTB O76095
LETM1 O95202
ATP6V1G2 O95670
CXorf1 O96002
HOXC4 P09017
HOXB7 P09629
ARL14EPL P0DKL9
RNASE3 P12724
IGLL1 P15814
CR1 P17927
CALB2 P22676
CA4 P22748
NR2F2 P24468
CYP2C19 P33261
MYH9 P35579
GSK3B P49841
ALDH3A2 P51648
DIO3 P55073
UCP2 P55851
ITGA1 P56199
RPL39 P62891
SP4 Q02446
IRF8 Q02556
FAM27E3 Q08E93
POU6F1 Q14863
CLUL1 Q15846
ZNF385B Q569K4
EAPP Q56P03
SDK2 Q58EX2
IGSF11 Q5DX21
GCSAML Q5JQS6
C1QTNF12 Q5T7M4
ARMC12 Q5T9G4
AGBL4 Q5VU57
KIAA1841 Q6NSI8
GIMAP6 Q6P9H5
KRTAP26-1 Q6PEX3
TRMT10B Q6PF06
CRELD2 Q6UXH1
ZNF788P Q6ZQV5
KCTD1 Q719H9
KCTD20 Q7Z5Y7
FRAS1 Q86XX4
ERO1B Q86YB8
NPAS3 Q8IXF0
RNF168 Q8IYW5
GCNT2 Q8N0V5
SVBP Q8N300
TTC9C Q8N5M4
ARFGAP1 Q8N6T3
FAM169B Q8N8A8
IGSF22 Q8N9C0
OR2Z1 Q8NG97
ACTL9 Q8TC94
PI4K2B Q8TCG2
LRRC8C Q8TDW0
ASB15 Q8WXK1
TM9SF4 Q92544
OMA1 Q96E52
SNF8 Q96H20
CRELD1 Q96HD1
TMEM87B Q96K49
CNOT6L Q96LI5
PACRG Q96M98
FAM161B Q96MY7
ZNF570 Q96NI8
NEK1 Q96PY6
HSD17B14 Q9BPX1
ZNF251 Q9BRH9
MOV10L1 Q9BXT6
PHACTR1 Q9C0D0
DNAI2 Q9GZS0
CLMP Q9H6B4
ZMAT4 Q9H898
WDR41 Q9HAD4
NMRK2 Q9NPI5
PARPBP Q9NWS1
CLEC5A Q9NY25
KCNIP1 Q9NZI2
FNIP2 Q9P278
SLC17A6 Q9P2U8
SAE1 Q9UBE0
CPSF3 Q9UKF6
KLK13 Q9UKR3
APLN Q9ULZ1
SLC12A4 Q9UP95
ZNF175 Q9Y473
DTNA Q9Y4J8
ARIH1 Q9Y4X5
PCDHB6 Q9Y5E3
IGKV1OR2-108 A0A075B7D4
C3orf85 A0A1B0GTC6
GAGE12H A6NDE8
DCAF8L1 A6NGE4
SMIM9 A6NGZ8
SMCHD1 A6NHR9
TMEM233 B4DJY2
AKR1B15 C9JRZ8
TNFSF11 O14788
LECT2 O14960
MCM3AP O60318
RECQL5 O94762
B3GAT3 O94766
AKR7A3 O95154
GADD45G O95257
CRTAM O95727
IL18BP O95998
APELA P0DMC3
HSPA1A P0DMV8
CENPVL2 P0DPI3
NPY4R2 P0DQD5
MS4A1 P11836
ITGA4 P13612
CRISP2 P16562
ATP6V1C1 P21283
DCK P27707
GPR3 P46089
CLCN6 P51797
KPNA1 P52294
EFNB1 P98172
HHEX Q03014
FOLH1 Q04609
APOBR Q0VD83
KLF10 Q13118
ATM Q13315
ACVR2B Q13705
PCM1 Q15154
NDUFA5 Q16718
RTL8B Q17RB0
CR1L Q2VPA4
RNFT1 Q5M7Z0
FAM182B Q5T319
ERCC6L2 Q5T890
ATP5F1EP2 Q5VTU8
PRAMEF7 Q5VXH5
OBI1 Q5W0B1
TTC23 Q5W5X9
PADI6 Q6TGC4
THADA Q6YHU6
ZFP2 Q6ZN57
ACP7 Q6ZNF0
DENND5B Q6ZUT9
IKBIP Q70UQ0
SPATA19 Q7Z5L4
FERMT3 Q86UX7
CAMK1D Q8IU85
PALM2 Q8IXS6
ZDHHC23 Q8IYP9
THEM5 Q8N1Q8
NLGN1 Q8N2Q7
SYNPO Q8N3V7
CBR4 Q8N4T8
FBXL6 Q8N531
AFAP1 Q8N556
LINC00469 Q8N7U9
LINC00482 Q8N8I6
RDM1 Q8NG50
GRPEL2 Q8TAA5
LKAAEAR1 Q8TD35
TMC1 Q8TDI8
PAQR8 Q8TEZ7
LPIN2 Q92539
YIPF5 Q969M3
RMDN1 Q96DB5
ADTRP Q96IZ2
TBCB Q99426
MPHOSPH6 Q99547
ALG8 Q9BVK2
COL25A1 Q9BXS0
SMIM3 Q9BZL3
FTO Q9C0B1
TMPRSS5 Q9H3S3
TRABD Q9H4I3
KLHL31 Q9H511
NPDC1 Q9NQX5
TMPRSS4 Q9NRS4
SPATA7 Q9P0W8
ATP10D Q9P241
PSMC3IP Q9P2W1
RAPGEFL1 Q9UHV5
GGT7 Q9UJ14
FBXL2 Q9UKC9
GAB2 Q9UQC2
PIKFYVE Q9Y2I7
RAP2C Q9Y3L5
YWHAH-AS1 Q9Y442
WIPI2 Q9Y4P8
HCFC2 Q9Y5Z7
CPQ Q9Y646
NCOA3 Q9Y6Q9
TRAJ17 A0A075B6W8
LOC105371267 A0A1B0GV96
ERVV-2 B6SEH9
SMAP O00193
PDHX O00330
PLXNB2 O15031
TXNL1 O43396
BRD4 O60885
SMNDC1 O75940
CLPX O76031
SRP72 O76094
CSPG5 O95196
ATE1 O95260
A2M P01023
TRAC P01848
RPN2 P04844
APOD P05090
NPM1 P06748
SULT1A3 P0DMM9
NEFH P12036
ATP1B2 P14415
IFNAR1 P17181
PZP P20742
PSMA1 P25786
RYK P34925
ADRA1A P35348
RPL3 P39023
ME1 P48163
FMO5 P49326
RPL14 P50914
IST1 P53990
EMP1 P54849
MTTP P55157
PEX3 P56589
OR10A3 P58181
RAB5B P61020
BLOC1S1 P78537
PRCD Q00LT1
MUC2 Q02817
MN1 Q10571
JOSD1 Q15040
P2RY6 Q15077
PAFAH1B3 Q15102
NFE2 Q16621
IFI16 Q16666
GON4L Q3T8J9
SLC36A3 Q495N2
DNAL1 Q4LDG9
ARSJ Q5FYB0
XKR6 Q5GH73
CBWD3 Q5JTY5
FAM209A Q5JX71
HCP5 Q6MZN7
C8orf74 Q6P047
FBXO42 Q6P3S6
KRTAP5-5 Q701N2
TEDC2 Q7L2K0
VASH1 Q7L8A9
MRPL10 Q7Z7H8
WDFY1 Q8IWB7
SFTPA2 Q8IWL1
ZZZ3 Q8IYH5
LYPD1 Q8N2G4
MFSD4A Q8N468
SPEM1 Q8N4L4
EID2 Q8N6I1
OR1J4 Q8NGS1
FBXO27 Q8NI29
RFESD Q8TAC1
SH3TC1 Q8TE82
ABHD3 Q8WU67
EME1 Q96AY2
MSI2 Q96DH6
NLRP4 Q96MN2
OR5M11 Q96RB7
KIR2DL4 Q99706
HSD17B10 Q99714
MYOC Q99972
FERMT1 Q9BQL6
MRPL1 Q9BYD6
MRPL37 Q9BZE1
KRT23 Q9C075
FOXP1 Q9H334
ZBTB3 Q9H5J0
TFB2M Q9H5Q4
BCAS3 Q9H6U6
RRAGC Q9HB90
LY9 Q9HBG7
SMURF1 Q9HCE7
KCNMB3 Q9NPA1
PRMT7 Q9NVM4
ARHGAP20 Q9P2F6
SEL1L Q9UBV2
NDOR1 Q9UHB4
DMGDH Q9UI17
FBXL4 Q9UKA2
TPX2 Q9ULW0
EXOC7 Q9UPT5
STARD13 Q9Y3M8
PCDHA13 Q9Y5I0
CSNKA2IP A0A1B0GTH6
FAM237B A0A1B0GVD1
FOXL3 A0A1W2PRP0
OR2A1 A0A2R8YEG4
GAGE12J A6NER3
LILRA5 A6NI73
ZNF850 A8MQ14
C22orf46 C9J442
PRAMEF26 H0Y7S4
ITGB1BP1 O14713
LINC01565 O15544
EMC8 O43402
KCNQ2 O43526
PARN O95453
NUDT14 O95848
IGFBP1 P08833
TRIM49 P0CI25
SLC2A1 P11166
XBP1 P17861
CD53 P19397
ITIH1 P19827
TCN2 P20062
PROZ P22891
RPL13A P40429
APOC4 P55056
ARF3 P61204
HAND2 P61296
RPL23A P62750
ERVK-24 P63145
RBM10 P98175
KCNC4 Q03721
AOX1 Q06278
LGALS3BP Q08380
SIGLEC14 Q08ET2
SNTB2 Q13425
EIF2B1 Q14232
ESPL1 Q14674
GINS1 Q14691
PSME4 Q14997
EXOSC7 Q15024
ZIC1 Q15915
ME3 Q16798
ZNF718 Q3SXZ3
ELOA3BP Q3SY89
KCTD21 Q4G0X4
TMEM177 Q53S58
TDRD12 Q587J7
FAM162B Q5T6X4
C6orf163 Q5TEZ5
BROX Q5VW32
TMEM214 Q6NUQ4
C1orf94 Q6P1W5
ZNF773 Q6PK81
DRAM2 Q6UX65
PACS1 Q6VY07
BNC2 Q6ZN30
FRRS1 Q6ZNA5
HJV Q6ZVN8
MICAL3 Q7RTP6
NUP54 Q7Z3B4
NOTCH2NLA Q7Z3S9
CAMKMT Q7Z624
ARMH4 Q86TY3
CABP7 Q86V35
GKN2 Q86XP6
ECHDC2 Q86YB7
C12orf56 Q8IXR9
FAM177A1 Q8N128
MSL3 Q8N5Y2
OR10G7 Q8NGN6
NKX2-3 Q8TAU0
MUC7 Q8TAX7
MORC4 Q8TE76
TMEM171 Q8WVE6
COPS9 Q8WXC6
PIBF1 Q8WXW3
GTF2H4 Q92759
CASP10 Q92851
MYDGF Q969H8
UBE2E3 Q969T4
ANAPC16 Q96DE5
SGTB Q96EQ0
ZNF845 Q96IR2
SNX22 Q96L94
SPATA32 Q96LK8
FAM210A Q96ND0
ZNF558 Q96NG5
RDH12 Q96NR8
CASD1 Q96PB1
DUX3 Q96PT4
DMAC2L Q99766
SELENOS Q9BQE4
DOHH Q9BU89
GPCPD1 Q9NPB8
NRN1 Q9NPD7
PFDN4 Q9NQP4
RAB22A Q9UL26
UBQLN1 Q9UMX0
PCDHGB7 Q9Y5F8
MYH4 Q9Y623
AGAP5 A6NIR3
KIF3C O14782
SCAMP1 O15126
NVL O15381
MFSD11 O43934
NBN O60934
ZNF821 O75541
RAB36 O95755
TOP3B O95985
OXT P01178
HMGN2 P05204
SRF P11831
MYH6 P13533
GLUL P15104
HSPA6 P17066
CTPS1 P17812
RXRA P19793
EFNA1 P20827
MSR1 P21757
MYL9 P24844
BSG P35613
POLR2I P36954
NUP62 P37198
RPL35 P42766
GYG1 P46976
OR1G1 P47890
CARS1 P49589
ASCL1 P50553
CDK9 P50750
SCNN1D P51172
PRKAG1 P54619
HDAC4 P56524
RPL8 P62917
RPL38 P63173
E2F1 Q01094
SRSF11 Q05519
CALD1 Q05682
ZNF543 Q08ER8
MERTK Q12866
NR5A1 Q13285
EPHA7 Q15375
P2RY14 Q15391
KCNJ8 Q15842
ZBTB6 Q15916
SFT2D3 Q587I9
FREM1 Q5H8C1
HENMT1 Q5T8I9
TRAT1 Q6PIZ9
LAYN Q6UX15
USP45 Q70EL2
SMIM5 Q71RC9
MCM10 Q7L590
SSX7 Q7RTT5
TMC4 Q7Z404
SRGAP1 Q7Z6B7
TECPR1 Q7Z6L1
PRPF39 Q86UA1
ITIH5 Q86UX2
BPHL Q86WA6
PAQR7 Q86WK9
DGKH Q86XP1
PALB2 Q86YC2
SPATA2L Q8IUW3
TMEM183A Q8IXX5
PARP8 Q8N3A8
ANKS4B Q8N8V4
RELL2 Q8NC24
OR4E2 Q8NGC2
KLK6 Q92876
EXTL1 Q92935
ZNF669 Q96BR6
MTBP Q96DY7
LYZL4 Q96KX0
LPIN3 Q9BQK8
SYT11 Q9BT88
PTDSS2 Q9BVG9
NFKBIZ Q9BYH8
CCDC90B Q9GZT6
HAPLN2 Q9GZV7
OR51E2 Q9H255
ARRDC1-AS1 Q9H2J1
C1orf198 Q9H425
CWH43 Q9H720
POPDC3 Q9HBV1
RAB9B Q9NP90
ENY2 Q9NPA8
ENTPD7 Q9NQZ7
SLC2A9 Q9NRM0
CDC42SE1 Q9NRR8
SLC6A13 Q9NSD5
STIM2 Q9P246
BAHCC1 Q9P281
THAP10 Q9P2Z0
EIF3K Q9UBQ5
MARCO Q9UEW3
PRO0628 Q9UI54
PSORS1C2 Q9UIG4
CNTN6 Q9UQ52
TLN1 Q9Y490
NUMBL Q9Y6R0
MAP1LC3B2 A6NCE7
WDR97 A6NE52
ANXA2P2 A6NMY6
SPDYE16 A6NNV3
KRTAP29-1 A8MX34
C16orf90 A8MZG2
USP17L20 D6RJB6
CCRL2 O00421
GOSR2 O14653
PDCD5 O14737
HS3ST1 O14792
FSCN2 O14926
SHOX O15266
STX7 O15400
INSIG1 O15503
TGM5 O43548
SNX2 O60749
LILRA1 O75019
PPFIA4 O75335
ZNF253 O75346
SURF6 O75683
PCF11 O94913
MBD4 O95243
LARGE1 O95461
TFAP2A P05549
PDGFRB P09619
LTA4H P09960
TCF3 P15923
ITGB4 P16144
ABO P16442
RPL7 P18124
SPINK2 P20155
MATN1 P21941
KEL P23276
UCP1 P25874
GNA11 P29992
AKT1 P31749
CASP14 P31944
MTNR1B P49286
COMP P49747
HK2 P52789
CLRN1 P58418
MLLT11 Q13015
STX3 Q13277
BMPR2 Q13873
CDKN3 Q16667
AP5B1 Q2VPB7
MAP9 Q49MG5
TAF7L Q5H9L4
PCID2 Q5JVF3
LPCAT4 Q643R3
TCEAL6 Q6IPX3
TTI2 Q6NXR4
LRRC31 Q6UY01
TMTC3 Q6ZXV5
TLCD3B Q71RH2
CCDC80 Q76M96
COPS6 Q7L5N1
CHMP1B Q7LBR1
SSX6P Q7RTT6
HDX Q7Z353
DZIP1 Q86YF9
TMEM139 Q8IV31
WDR49 Q8IV35
LRRC8A Q8IWT6
TMEM192 Q8IY95
ADGRG2 Q8IZP9
AFAP1L2 Q8N4X5
GOLGA6L1 Q8N7Z2
ZNF513 Q8N8E2
GOLM1 Q8NBJ4
OR1P1 Q8NH06
OTOS Q8NHW6
IL17D Q8TAD2
PRXL2B Q8TBF2
OXER1 Q8TDS5
SH3RF3 Q8TEJ3
DNAJC9 Q8WXX5
LCOR Q96JN0
NSMCE2 Q96MF7
ZSWIM3 Q96MP5
C7orf26 Q96N11
UBL7 Q96S82
CHCHD7 Q9BUK0
NUSAP1 Q9BXS6
PECR Q9BY49
FHDC1 Q9C0D6
GGNBP2 Q9H3C7
L2HGDH Q9H9P8
ROPN1 Q9HAT0
ANLN Q9NQW6
NDUFA4L2 Q9NRX3
FANCL Q9NW38
USP25 Q9UHP3
DBR1 Q9UK59
PLEKHG1 Q9ULL1
TBC1D24 Q9ULP9
EDAR Q9UNE0
SSX2IP Q9Y2D8
LHFPL6 Q9Y693
IGHV3-35 A0A0C4DH35
IGKV1-8 A0A0C4DH67
FAM90A12P A8MX19
HNRNPCL2 B2RXH8
NCR3 O14931
ADAM20 O43506
DEAF1 O75398
ZFAND5 O76080
LCA5L O95447
CEP43 O95684
HCK P08631
CLEC2L P0C7M8
CD28 P10747
THRA P10827
ALOX12 P18054
M6PR P20645
GNLY P22749
ATP2B4 P23634
SLC1A1 P43005
PTPN9 P43378
MAP2K6 P52564
ARFIP2 P53365
UBASH3A P57075
TAS2R45 P59539
RPS3A P61247
EXOSC10 Q01780
NSUN2 Q08J23
CTU2 Q2VPK5
TSGA10IP Q3SY00
TPRG1L Q5T0D9
ENPP6 Q6UWR7
ZYG11A Q6WRX3
DBX2 Q6ZNG2
CCDC141 Q6ZP82
PLEKHG7 Q6ZR37
SLC16A12 Q6ZSM3
LCA10 Q71F78
GAREM2 Q75VX8
DDX46 Q7L014
CXXC5 Q7LFL8
NEGR1 Q7Z3B1
NET1 Q7Z628
ZNF575 Q86XF7
CNTN4 Q8IWV2
DIS3L2 Q8IYB7
TBC1D21 Q8IYX1
ELMOD2 Q8IZ81
ZCCHC7 Q8N3Z6
ZNF713 Q8N859
ENAH Q8N8S7
RETREG2 Q8NC44
TMEM116 Q8NCL8
OR11H6 Q8NGC7
OR4D5 Q8NGN0
TMEM254 Q8TBM7
SCARB1 Q8WTV0
SMARCD2 Q92925
SNX21 Q969T3
SLC39A13 Q96H72
VSIG2 Q96IQ7
LRR1 Q96L50
PRMT6 Q96LA8
ROBO3 Q96MS0
MED15 Q96RN5
ERP44 Q9BS26
ACAT2 Q9BWD1
JAM3 Q9BX67
CACNG6 Q9BXT2
OR2H1 Q9GZK4
PARL Q9H300
KCNQ1DN Q9H478
ST20 Q9HBF5
PGAP6 Q9HCN3
GPRC5C Q9NQ84
PDLIM7 Q9NR12
MRPL35 Q9NZE8
PSMD13 Q9UNM6
OARD1 Q9Y530
HES2 Q9Y543
IGHV3OR16-17 S4R3C0
TRAJ54 A0A075B712
TRAV26-2 A0A0B4J265
IGHV1-3 A0A0C4DH29
LOC112267897 A0A3B3IRQ3
WDR91 A4D1P6
CBY3 A6NI87
FAM171A2 A8MVW0
ALG1L2 C9J202
PLD2 O14939
HDAC3 O15379
DLEU1 O43261
VPS26A O75436
SNRNP200 O75643
DXO O77932
AGFG2 O95081
NDUFB6 O95139
CD4 P01730
HLA-DPB1 P04440
S100A6 P06703
ELANE P08246
RAB40AL P0C0E4
TMIGD3 P0DMS9
IGLC2 P0DOY2
EEF1AKMT4-ECE2 P0DPD8
HSPD1 P10809
SLC25A4 P12235
SRC P12931
LGALS3 P17931
ATP5PB P24539
RXRB P28702
HSPA4 P34932
GCGR P47871
MAX P61244
LYZ P61626
DAD1 P61803
UBE2G1 P62253
RELA Q04206
FOXD4 Q12950
EIF2B5 Q13144
GPR50 Q13585
GTF2H2 Q13888
GAS6 Q14393
GRM3 Q14832
TATDN3 Q17R31
ERCC6L Q2NKX8
ODF3L2 Q3SX64
CT47A1 Q5JQC4
INTS6L Q5JSJ4
SAPCD1 Q5SSQ6
AADACL4 Q5VUY2
DENND4C Q5VZ89
TTBK2 Q6IQ55
NAPRT Q6XQN6
ZNF621 Q6ZSS3
SSH2 Q76I76
DEFB132 Q7Z7B7
GPR149 Q86SP6
TTC7B Q86TV6
GPBP1 Q86WP2
PROSER1 Q86XN7
CNGA4 Q8IV77
APLF Q8IW19
ZNF695 Q8IW36
SLFN12 Q8IYM2
CMTM4 Q8IZR5
CCAR2 Q8N163
C4orf33 Q8N1A6
POC5 Q8NA72
FNIP1 Q8TF40
TRIM41 Q8WV44
NEU4 Q8WWR8
ZNF592 Q92610
TNFRSF14 Q92956
CAPZA3 Q96KX2
C12orf42 Q96LP6
RMDN2 Q96LZ7
OR2A7 Q96R45
PPP1R9B Q96SB3
MBOAT4 Q96T53
SSX3 Q99909
DPYSL5 Q9BPU6
SULT4A1 Q9BR01
AMN Q9BXJ7
TBL1XR1 Q9BZK7
ZNF436 Q9C0F3
CLEC4M Q9H2X3
CSNK1G1 Q9HCP0
GOPC Q9HD26
THSD1 Q9NS62
MBNL3 Q9NUK0
HPF1 Q9NWY4
SAP30BP Q9UHR5
FBXW11 Q9UKB1
PLEKHH1 Q9ULM0
ANKRD6 Q9Y2G4
KIF3A Q9Y496
PCDHB3 Q9Y5E6
PCDHA8 Q9Y5H6
TNPO3 Q9Y5L0
CDH10 Q9Y6N8
IGLV3-10 A0A075B6K4
IGHV3-43 A0A0B4J1X8
IGHD3-9 A0A0J9YW22
TEX50 A0A1B0GTY4
TRAJ40 A0N4X2
ARHGEF37 A1IGU5
TMEM150B A6NC51
STRCP1 A6NGW2
PMS2P5 A8MQ11
BTNL10 A8MVZ5
ZNF878 C9JN71
ASDURF L0R819
CDX4 O14627
ARPC3 O15145
CEP104 O60308
GPR37L1 O60883
CIB2 O75838
GATB O75879
SEC31A O94979
MT-ATP6 P00846
CXCL10 P02778
TF P02787
DCN P07585
SFTPB P07988
ASNS P08243
FREM3 P0C091
ESRRA P11474
MYL4 P12829
EN2 P19622
PBLD P30039
CASP3 P42574
CD151 P48509
IDH3A P50213
COL4A4 P53420
ATN1 P54259
CNTNAP1 P78357
SERF2 P84101
PRR20A P86496
PSG4 Q00888
RALGDS Q12967
SLC14A1 Q13336
NNT Q13423
CUL4A Q13619
GCKR Q14397
ZYX Q15942
H2AC20 Q16777
C21orf62-AS1 Q17RA5
WDR72 Q3MJ13
INO80D Q53TQ3
TBCEL Q5QJ74
LY6G6F Q5SQ64
TIMM23B Q5SRD1
C1orf194 Q5T5A4
ATXN7L2 Q5T6C5
RBM26 Q5T8P6
ZC3H14 Q6PJT7
ETV3L Q6ZN32
MFSD6 Q6ZSS7
NUDT18 Q6ZVK8
SUPT6H Q7KZ85
MTERF4 Q7Z6M4
GLRX5 Q86SX6
FAM131B Q86XD5
CEP57 Q86XR8
HIPK1 Q86Z02
OR5AS1 Q8N127
TTC39C Q8N584
PTGR2 Q8N8N7
CASTOR3 Q8NAP1
C8orf58 Q8NAV2
OR10AD1 Q8NGE0
FNDC9 Q8TBE3
METTL6 Q8TCB7
RASL10A Q92737
KAT5 Q92993
NUDT16 Q96DE0
DDX11 Q96FC9
BICD1 Q96G01
C9orf85 Q96MD7
YPEL4 Q96NS1
PSMG3-AS1 Q96PY0
PCYT2 Q99447
B9D2 Q9BPU9
TCF25 Q9BQ70
SLC25A23 Q9BV35
ALG2 Q9H553
LGR6 Q9HBX8
ZNF331 Q9NQX6
MAN1C1 Q9NR34
RASSF1 Q9NS23
SLC35D1 Q9NTN3
FAM217B Q9NTX9
TMEM39A Q9NV64
ADAMTS9 Q9P2N4
EGFL7 Q9UHF1
ZNF222 Q9UK12
CES1P1 Q9UKY3
PLEKHA6 Q9Y2H5
RPL36 Q9Y3U8
GPR45 Q9Y5Y3
TRAJ59 A0A075B6V9
TRAJ39 A0A075B710
IGLJ2 A0A0A0MT82
IGHV3-21 A0A0B4J1V1
SCYGR1 A0A286YEY9
GAGE10 A6NGK3
SRRM3 A6NNA2
UBXN8 O00124
NCKAP5 O14513
ZNF263 O14978
ABCC4 O15439
PLXNB1 O43157
CYTH3 O43739
ATP9B O43861
SUPT3H O75486
DAB1 O75553
RSL1D1 O76021
ERC2-IT1 O76042
CLSTN1 O94985
CFH P08603
CTXN2 P0C2S0
ZBTB48 P10074
UMPS P11172
ATP2B1 P20020
GPT P24298
IGFBP6 P24592
PDIA3 P30101
APOBEC3A P31941
HRH1 P35367
TXLNA P40222
AMT P48728
TUFM P49411
GLUD2 P49448
MECP2 P51608
UGT2B15 P54855
MFAP3 P55082
MAZ P56270
NUCB2 P80303
OCRL Q01968
ARHGAP5 Q13017
AAMP Q13685
LAMC2 Q13753
ITGA9 Q13797
NFIX Q14938
CNGA3 Q16281
GALNTL6 Q49A17
C1orf220 Q5T0J3
DCST1 Q5T197
TENT5C Q5VWP2
ANO1 Q5XXA6
UGT2A3 Q6UWM9
RFLNA Q6ZTI6
ZNF598 Q86UK7
LRRTM3 Q86VH5
RPS19BP1 Q86WX3
FBXO11 Q86XK2
ZNF843 Q8N446
CERS5 Q8N5B7
DAGLB Q8NCG7
BBOF1 Q8ND07
COP1 Q8NHY2
LHFPL5 Q8TAF8
NEK9 Q8TD19
HCAR2 Q8TDS4
SYTL5 Q8TDW5
TFB1M Q8WVM0
NANOS1 Q8WY41
MYO18A Q92614
ARHGEF1 Q92888
ELSPBP1 Q96BH3
CCDC127 Q96BQ5
SCRN2 Q96FV2
ZNF512B Q96KM6
BTN2A3P Q96KV6
ZNF382 Q96SR6
SH3GL2 Q99962
DESI2 Q9BSY9
CCDC32 Q9BV29
SPATA16 Q9BXB7
KRTAP17-1 Q9BYP8
SLC6A16 Q9GZN6
SLC22A4 Q9H015
BRD8 Q9H0E9
MARCHF7 Q9H992
FKRP Q9H9S5
TLR8 Q9NR97
CCDC87 Q9NVE4
P4HTM Q9NXG6
CELSR1 Q9NYQ6
OR6C2 Q9NZP2
LHX3 Q9UBR4
ADD3 Q9UEY8
MKRN1 Q9UHC7
SERPINB13 Q9UIV8
HACL1 Q9UJ83
GNPTG Q9UJJ9
PLA2G2D Q9UNK4
RAD54L2 Q9Y4B4
ASB4 Q9Y574
