ENST00000390247 A0/A0/75B6H7/swissmodel/18_116_5wt9.1.B
ENST00000266542 Q9/NZ/P8/swissmodel/166_485_1md8.1.A
ENST00000381577 Q9/NZ/Q7/swissmodel/18_231_5ius.1.B
ENST00000155858 Q9/NZ/Q8/swissmodel/17_1124_6bcq.1.A
ENST00000380332 Q9/NZ/T1/swissmodel/1_144_4djc.1.A
ENST00000331113 Q9/NZ/V8/swissmodel/36_417_5wie.1.B
ENST00000222644 Q9/NZ/W5/swissmodel/122_540_4wsi.1.A
ENST00000279839 Q9/P0/13/swissmodel/2_229_5xjc.1.P
ENST00000260102 Q9/P0/15/swissmodel/20_296_6nu2.9.A
ENST00000341541 Q9/P0/16/swissmodel/55_221_3eop.1.A
ENST00000373408 Q9/P0/B6/swissmodel/12_72_4rsj.1.A
ENST00000391802 Q9/P0/G3/swissmodel/4_264_4o03.1.A
ENST00000507754 Q9/P0/J0/swissmodel/7_144_5xtd.1.U
ENST00000396200 Q9/P0/J1/swissmodel/82_534_3mq3.1.A
ENST00000318222 Q9/P0/L9/swissmodel/93_582_5k47.1.A
ENST00000431975 Q9/P0/M2/swissmodel/83_312_3j4q.1.A
ENST00000225969 Q9/P0/M9/swissmodel/34_148_6nu2.19.A
ENST00000606214 Q9/P0/N9/swissmodel/21_292_3qwl.1.A
ENST00000556095 Q9/P0/R6/swissmodel/1_139_1sgo.1.A
ENST00000541412 Q9/P0/S9/swissmodel/10_108_2loo.1.A
ENST00000587252 Q9/P0/T4/swissmodel/47_196_5v3m.1.C
ENST00000397712 Q9/P0/V9/swissmodel/41_331_2qag.1.B
ENST00000276943 Q9/P0/W0/swissmodel/28_206_1au1.1.A
ENST00000323372 Q9/P0/Z9/swissmodel/8_388_1l9c.1.A
ENST00000322348 Q9/P1/09/swissmodel/70_431_2gak.1.A
ENST00000367660 Q9/P1/F3/swissmodel/1_81_2l2o.1.A
ENST00000332435 Q9/P1/U0/swissmodel/11_126_4c2m.1.I
ENST00000256001 Q9/P1/U1/swissmodel/1_415_4xei.1.A
ENST00000303415 Q9/P1/W8/swissmodel/33_345_4i2x.1.C
ENST00000376509 Q9/P1/W9/swissmodel/32_288_2iwi.1.A
ENST00000375436 Q9/P2/58/swissmodel/90_522_5gwn.1.A
ENST00000511685 Q9/P2/73/swissmodel/863_2695_6fb3.1.A
ENST00000394334 Q9/P2/89/swissmodel/18_297_4fza.1.B
ENST00000595464 Q9/P2/96/swissmodel/39_319_5o9h.1.B
ENST00000253410 Q9/P2/98/swissmodel/1_99_2lon.1.A
ENST00000264360 Q9/P2/E7/swissmodel/19_680_6e6b.1.A
ENST00000326448 Q9/P2/H3/swissmodel/1_644_5n4a.1.A
ENST00000394434 Q9/P2/J5/swissmodel/12_1061_1wz2.2.B
ENST00000311765 Q9/P2/J9/swissmodel/79_525_3mq3.1.A
ENST00000265459 Q9/P2/S2/swissmodel/287_1343_3r05.1.A
ENST00000420554 Q9/P2/T1/swissmodel/1_339_2a7r.1.A
ENST00000248150 Q9/P2/W3/swissmodel/5_63_5ukm.1.C
ENST00000524765 Q9/P2/W7/swissmodel/83_334_1v83.1.A
ENST00000442789 Q9/UB/C5/swissmodel/6_876_4anj.1.A
ENST00000367819 Q9/UB/D3/swissmodel/22_114_1j8i.1.A
ENST00000257789 Q9/UB/D5/swissmodel/41_708_5uj8.1.A
ENST00000268122 Q9/UB/D6/swissmodel/2_443_3hd6.1.A
ENST00000270225 Q9/UB/E0/swissmodel/9_345_3kyc.1.A
ENST00000407008 Q9/UB/E8/swissmodel/137_491_5o7i.1.A
ENST00000273480 Q9/UB/F6/swissmodel/40_113_2ecl.1.A
ENST00000343694 Q9/UB/G7/swissmodel/46_486_6py8.1.D
ENST00000393200 Q9/UB/H0/swissmodel/4_154_4p0j.1.A
ENST00000370982 Q9/UB/I6/swissmodel/10_68_5ukm.1.C
ENST00000264668 Q9/UB/K8/swissmodel/1_698_3fjo.1.A
ENST00000343948 Q9/UB/L9/swissmodel/25_381_5svk.1.A
ENST00000367222 Q9/UB/M4/swissmodel/128_330_5yq5.3.A
ENST00000355527 Q9/UB/M7/swissmodel/41_475_4quv.1.A
ENST00000262138 Q9/UB/N1/swissmodel/5_213_6dlz.1.A
ENST00000334136 Q9/UB/N7/swissmodel/76_865_5g0j.1.A
ENST00000324871 Q9/UB/P6/swissmodel/37_265_3ckk.1.A
ENST00000360579 Q9/UB/Q0/swissmodel/1_182_5osi.2.A
ENST00000248342 Q9/UB/Q5/swissmodel/2_216_1rz4.1.A
ENST00000370114 Q9/UB/Q6/swissmodel/61_327_1omz.1.A
ENST00000318158 Q9/UB/Q7/swissmodel/5_328_2gcg.1.B
ENST00000326010 Q9/UB/R1/swissmodel/33_384_6ftq.1.A
ENST00000217131 Q9/UB/R2/swissmodel/29_303_1deu.1.A
ENST00000312629 Q9/UB/S0/swissmodel/57_393_4l44.1.A
ENST00000439351 Q9/UB/S4/swissmodel/22_345_6psi.1.A
ENST00000246548 Q9/UB/T2/swissmodel/5_640_3kyc.1.B
ENST00000222462 Q9/UB/V4/swissmodel/45_365_6ahy.1.B
ENST00000029410 Q9/UB/V7/swissmodel/87_327_4irq.1.A
ENST00000543155 Q9/UB/W8/swissmodel/8_215_4wsn.2.G
ENST00000310325 Q9/UB/X1/swissmodel/182_483_1cs8.1.A
ENST00000594768 Q9/UB/X7/swissmodel/54_279_1npm.1.A
ENST00000306851 Q9/UB/X8/swissmodel/105_375_1fgx.1.A
ENST00000440886 Q9/UB/Y5/swissmodel/1_308_4z34.1.A
ENST00000341976 Q9/UC/06/swissmodel/110_387_5wjq.1.C
ENST00000330029 Q9/UD/W1/swissmodel/2_63_5xte.1.D
ENST00000255858 Q9/UD/X3/swissmodel/3_401_4tlg.1.A
ENST00000370763 Q9/UD/Y4/swissmodel/3_332_4j80.2.A
ENST00000319357 Q9/UE/E5/swissmodel/52_363_3ku2.1.A
ENST00000380099 Q9/UE/F7/swissmodel/34_977_5w21.1.A
ENST00000348411 Q9/UE/T6/swissmodel/9_240_6jp6.1.B
ENST00000517876 Q9/UF/F9/swissmodel/10_280_4gmj.1.B
ENST00000223293 Q9/UG/22/swissmodel/21_227_2xtm.1.A
ENST00000222388 Q9/UG/63/swissmodel/84_609_5zxd.2.A
ENST00000216075 Q9/UG/B7/swissmodel/38_285_2ibn.1.A
ENST00000367233 Q9/UG/C7/swissmodel/21_377_4v63.1.Y
ENST00000359653 Q9/UG/I0/swissmodel/245_692_3zrh.1.A
ENST00000529249 Q9/UG/I9/swissmodel/179_480_2v9j.1.C
ENST00000564079 Q9/UG/J1/swissmodel/1_655_3rip.1.A
ENST00000310169 Q9/UG/M1/swissmodel/29_479_6pv7.1.A
ENST00000265029 Q9/UG/M5/swissmodel/29_382_6ht9.1.B
ENST00000235521 Q9/UG/M6/swissmodel/29_360_5ekd.1.A
ENST00000250416 Q9/UG/N5/swissmodel/92_580_4opx.1.B
ENST00000349004 Q9/UG/V2/swissmodel/30_316_2xmr.1.A
ENST00000396426 Q9/UH/03/swissmodel/59_331_5cyo.1.A
ENST00000333467 Q9/UH/17/swissmodel/111_379_6bwy.3.B
ENST00000313708 Q9/UH/73/swissmodel/36_393_3mlp.1.A
ENST00000260443 Q9/UH/A3/swissmodel/1_150_3jct.1.k
ENST00000499666 Q9/UH/A4/swissmodel/1_124_5yk3.1.A
ENST00000259211 Q9/UH/A7/swissmodel/1_158_6hpi.1.A
ENST00000371521 Q9/UH/B4/swissmodel/3_597_3fjo.1.A
ENST00000297512 Q9/UH/C3/swissmodel/40_459_4nyk.1.A
ENST00000289547 Q9/UH/C9/swissmodel/336_1296_5u74.1.A
ENST00000340758 Q9/UH/D0/swissmodel/22_177_1n1f.1.A
ENST00000331710 Q9/UH/D2/swissmodel/1_657_4im0.1.A
ENST00000297205 Q9/UH/E8/swissmodel/42_325_6hcy.1.A
ENST00000284984 Q9/UH/I8/swissmodel/258_845_6qig.1.C
ENST00000382085 Q9/UH/K6/swissmodel/2_359_2yim.1.A
ENST00000263576 Q9/UH/L0/swissmodel/60_481_6b4i.1.C
ENST00000371579 Q9/UH/L4/swissmodel/28_479_3jyh.1.A
ENST00000372071 Q9/UH/M6/swissmodel/64_366_2z73.1.A
ENST00000539111 Q9/UH/N1/swissmodel/66_485_1g5h.2.B
ENST00000261340 Q9/UH/P7/swissmodel/72_191_4qkh.1.B
ENST00000367249 Q9/UH/Q9/swissmodel/36_305_1ndh.1.A
ENST00000221797 Q9/UH/V8/swissmodel/1_139_5xg7.1.A
ENST00000368010 Q9/UH/V9/swissmodel/24_124_6nr9.1.R
ENST00000273920 Q9/UH/Y7/swissmodel/4_257_1zs9.1.A
ENST00000327772 Q9/UI/09/swissmodel/2_144_5xtb.1.M
ENST00000451130 Q9/UI/10/swissmodel/166_522_6k71.1.H
ENST00000393917 Q9/UI/15/swissmodel/16_157_1wym.1.A
ENST00000255189 Q9/UI/17/swissmodel/43_863_4pab.1.A
ENST00000544844 Q9/UI/30/swissmodel/1_123_6k0x.1.B
ENST00000311966 Q9/UI/32/swissmodel/72_576_5uqe.1.B
ENST00000222482 Q9/UI/42/swissmodel/18_421_2boa.1.A
ENST00000235310 Q9/UI/95/swissmodel/3_207_6bc8.1.A
ENST00000248901 Q9/UI/A0/swissmodel/8_394_6u3e.1.A
ENST00000399069 Q9/UI/C8/swissmodel/20_334_3p71.1.A
ENST00000372098 Q9/UI/F7/swissmodel/86_497_4ypr.1.A
ENST00000372700 Q9/UI/I6/swissmodel/25_198_2gwo.3.A
ENST00000262096 Q9/UI/J5/swissmodel/12_297_6bmm.1.A
ENST00000381809 Q9/UI/J7/swissmodel/2_227_2ak3.1.A
ENST00000261891 Q9/UI/K4/swissmodel/12_315_2a27.1.A
ENST00000443060 Q9/UI/L4/swissmodel/13_382_2y65.2.C
ENST00000231368 Q9/UI/Q6/swissmodel/160_1025_5c97.1.A
ENST00000361272 Q9/UI/V1/swissmodel/10_280_4gmj.1.B
ENST00000344731 Q9/UI/V8/swissmodel/2_391_6kga.1.C
ENST00000393409 Q9/UI/W2/swissmodel/39_1229_5l56.1.B
ENST00000371571 Q9/UI/X4/swissmodel/59_471_5wie.1.B
ENST00000225276 Q9/UJ/37/swissmodel/66_374_6apl.3.A
ENST00000284957 Q9/UJ/41/swissmodel/134_452_4q9u.1.A
ENST00000317173 Q9/UJ/68/swissmodel/24_234_2l90.1.A
ENST00000455662 Q9/UJ/70/swissmodel/1_344_2ch5.1.A
ENST00000359299 Q9/UJ/72/swissmodel/6_321_1aii.1.A
ENST00000321169 Q9/UJ/83/swissmodel/13_568_2q27.1.A
ENST00000316249 Q9/UJ/96/swissmodel/15_416_5wie.1.B
ENST00000426455 Q9/UJ/98/swissmodel/100_1056_4pjw.1.A
ENST00000378896 Q9/UJ/A3/swissmodel/92_753_4r7y.1.A
ENST00000203001 Q9/UJ/A5/swissmodel/18_463_5ccb.1.B
ENST00000371383 Q9/UJ/A9/swissmodel/25_401_5vem.1.A
ENST00000369838 Q9/UJ/C5/swissmodel/1_98_2ct6.1.A
ENST00000561734 Q9/UJ/J7/swissmodel/1_257_5vbb.1.A
ENST00000378789 Q9/UJ/M8/swissmodel/1_362_6gmc.1.A
ENST00000244576 Q9/UJ/N7/swissmodel/81_356_5wjq.1.C
ENST00000377428 Q9/UJ/Q7/swissmodel/42_156_1ikt.1.A
ENST00000368662 Q9/UJ/T0/swissmodel/1_460_5mlv.1.C
ENST00000259782 Q9/UJ/W2/swissmodel/153_470_5fpw.1.A
ENST00000270172 Q9/UJ/W3/swissmodel/34_380_2pvc.1.A
ENST00000394886 Q9/UJ/X2/swissmodel/25_557_6q6h.1.R
ENST00000455511 Q9/UJ/X3/swissmodel/36_552_4ui9.1.W
ENST00000261819 Q9/UJ/X4/swissmodel/9_755_6q6g.1.H
ENST00000315368 Q9/UJ/X5/swissmodel/6_757_5lcw.1.I
ENST00000323927 Q9/UJ/X6/swissmodel/16_730_6q6g.1.F
ENST00000281938 Q9/UJ/Y1/swissmodel/6_171_5ltw.2.C
ENST00000300873 Q9/UK/08/swissmodel/7_66_5ukm.1.C
ENST00000391960 Q9/UK/12/swissmodel/114_392_5wjq.1.C
ENST00000354287 Q9/UK/22/swissmodel/43_296_2e31.1.A
ENST00000280614 Q9/UK/39/swissmodel/123_425_6mal.1.A
ENST00000252622 Q9/UK/45/swissmodel/11_89_3swn.1.D
ENST00000260803 Q9/UK/59/swissmodel/1_364_4peg.1.A
ENST00000368002 Q9/UK/80/swissmodel/202_559_2y5b.2.A
ENST00000265094 Q9/UK/B1/swissmodel/114_518_1p22.1.A
ENST00000484457 Q9/UK/C9/swissmodel/9_400_6o60.1.C
ENST00000330263 Q9/UK/D2/swissmodel/1_221_4v7f.1.g
ENST00000238112 Q9/UK/F6/swissmodel/7_459_2i7v.1.A
ENST00000581322 Q9/UK/F7/swissmodel/1_249_1uw5.1.A
ENST00000419147 Q9/UK/G9/swissmodel/11_612_1xl8.1.A
ENST00000248948 Q9/UK/I3/swissmodel/19_122_4kte.1.B
ENST00000603540 Q9/UK/J8/swissmodel/203_669_5y31.1.A
ENST00000254998 Q9/UK/K6/swissmodel/2_140_1jkg.1.A
ENST00000491614 Q9/UK/K9/swissmodel/14_219_2dsb.2.A
ENST00000290374 Q9/UK/L4/swissmodel/2_275_6mhq.1.A
ENST00000268896 Q9/UK/L6/swissmodel/8_210_1ln1.1.A
ENST00000371589 Q9/UK/M7/swissmodel/240_697_1fo3.1.A
ENST00000250351 Q9/UK/R0/swissmodel/22_245_5ms4.3.A
ENST00000595793 Q9/UK/R3/swissmodel/36_264_6skb.1.A
ENST00000539589 Q9/UK/S6/swissmodel/13_300_4bne.1.A
ENST00000355619 Q9/UK/T7/swissmodel/35_428_4i6j.1.B
ENST00000261180 Q9/UK/U6/swissmodel/125_1023_5lhd.1.A
ENST00000281182 Q9/UK/U7/swissmodel/32_415_1rx0.1.A
ENST00000373425 Q9/UK/U9/swissmodel/155_490_1m1j.1.C
ENST00000220592 Q9/UK/V8/swissmodel/22_859_4w5n.1.A
ENST00000370056 Q9/UK/W4/swissmodel/2_562_3ky9.1.A
ENST00000261534 Q9/UK/Y4/swissmodel/51_750_6p25.1.B
ENST00000422452 Q9/UK/Z4/swissmodel/886_2721_6fb3.1.A
ENST00000371872 Q9/UL/12/swissmodel/62_914_4p9s.1.A
ENST00000373204 Q9/UL/18/swissmodel/22_857_4kxt.1.A
ENST00000255688 Q9/UL/19/swissmodel/1_125_2lkt.1.A
ENST00000261263 Q9/UL/25/swissmodel/17_181_1yzu.1.A
ENST00000244040 Q9/UL/26/swissmodel/2_168_1z0j.1.A
ENST00000216802 Q9/UL/46/swissmodel/6_235_5msk.1.B
ENST00000262839 Q9/UL/62/swissmodel/15_761_5z96.1.A
ENST00000273075 Q9/UL/A0/swissmodel/7_468_4dyo.1.A
ENST00000404971 Q9/UL/B1/swissmodel/280_1296_3poy.1.A
ENST00000371315 Q9/UL/C4/swissmodel/1_181_3r90.1.A
ENST00000375471 Q9/UL/C6/swissmodel/1_663_5hp5.2.A
ENST00000374103 Q9/UL/D0/swissmodel/42_1001_2xt6.1.A
ENST00000257981 Q9/UL/D8/swissmodel/3_701_5va1.1.A
ENST00000368068 Q9/UL/K4/swissmodel/1_1334_6h02.1.A
ENST00000393356 Q9/UL/M6/swissmodel/169_543_3ngq.1.A
ENST00000394282 Q9/UL/P0/swissmodel/9_290_2xmq.1.A
ENST00000550785 Q9/UL/Q1/swissmodel/65_781_6c96.1.A
ENST00000319190 Q9/UL/T0/swissmodel/9_858_6bq1.1.B
ENST00000531380 Q9/UL/V1/swissmodel/181_513_6bd4.1.A
ENST00000261401 Q9/UL/V4/swissmodel/7_400_2aq5.1.A
ENST00000210187 Q9/UL/W5/swissmodel/60_254_1ukv.1.B
ENST00000373517 Q9/UL/W6/swissmodel/100_417_6n2g.1.A
ENST00000375460 Q9/UL/W8/swissmodel/2_664_4dkt.1.A
ENST00000369111 Q9/UL/X7/swissmodel/21_286_4lu3.1.A
ENST00000247470 Q9/UL/Z3/swissmodel/1_195_2kn6.1.A
ENST00000360564 Q9/UL/Z9/swissmodel/47_523_1gxd.2.A
ENST00000375448 Q9/UM/07/swissmodel/2_663_4dkt.1.A
ENST00000395095 Q9/UM/11/swissmodel/43_473_5lcw.1.R
ENST00000507656 Q9/UM/13/swissmodel/3_185_4ui9.1.L
ENST00000372844 Q9/UM/19/swissmodel/2_185_2l2e.1.A
ENST00000199448 Q9/UM/22/swissmodel/38_222_6e8n.1.A
ENST00000369977 Q9/UM/54/swissmodel/2_825_2bki.1.A
ENST00000398776 Q9/UM/Q6/swissmodel/36_737_1kfu.1.A
ENST00000288071 Q9/UM/R2/swissmodel/54_479_6b4i.1.C
ENST00000361568 Q9/UM/R5/swissmodel/35_302_1pja.1.A
ENST00000227524 Q9/UM/S4/swissmodel/68_504_5yzg.1.3
ENST00000215794 Q9/UM/W8/swissmodel/49_369_5cht.1.A
ENST00000369902 Q9/UM/X1/swissmodel/1_481_4kmh.1.A
ENST00000318407 Q9/UM/X3/swissmodel/22_179_5wdd.2.A
ENST00000230361 Q9/UM/X6/swissmodel/2_186_1jba.1.A
ENST00000374274 Q9/UM/Y4/swissmodel/5_162_2mxc.1.A
ENST00000556147 Q9/UN/36/swissmodel/38_318_2xmq.1.A
ENST00000254950 Q9/UN/37/swissmodel/113_437_5xmi.1.C
ENST00000218008 Q9/UN/42/swissmodel/102_357_5ylv.1.B
ENST00000239444 Q9/UN/66/swissmodel/31_665_6e6b.1.A
ENST00000239446 Q9/UN/67/swissmodel/30_664_6e6b.1.A
ENST00000308177 Q9/UN/70/swissmodel/32_668_6e6b.1.A
ENST00000519479 Q9/UN/71/swissmodel/32_664_6e6b.1.A
ENST00000525929 Q9/UN/72/swissmodel/30_671_6e6b.1.A
ENST00000529310 Q9/UN/73/swissmodel/30_671_6e6b.1.A
ENST00000530339 Q9/UN/74/swissmodel/30_671_6e6b.1.A
ENST00000398631 Q9/UN/75/swissmodel/30_671_6e6b.1.A
ENST00000219548 Q9/UN/E7/swissmodel/23_303_2c2l.1.A
ENST00000404377 Q9/UN/G2/swissmodel/77_199_3b93.1.A
ENST00000293636 Q9/UN/I1/swissmodel/19_258_1eai.2.A
ENST00000375105 Q9/UN/K4/swissmodel/21_145_1n29.1.A
ENST00000431206 Q9/UN/M6/swissmodel/1_376_5ln3.1.W
ENST00000216968 Q9/UN/N8/swissmodel/26_193_4v3d.1.B
ENST00000372830 Q9/UN/P9/swissmodel/1_301_6ff7.1.t
ENST00000237612 Q9/UN/Q0/swissmodel/34_654_6hzm.1.A
ENST00000199320 Q9/UN/Q2/swissmodel/36_313_1zq9.1.A
ENST00000268717 Q9/UN/S2/swissmodel/3_403_4wsn.2.C
ENST00000316161 Q9/UN/U6/swissmodel/27_499_2iag.1.A
ENST00000521476 Q9/UN/X3/swissmodel/1_134_4ug0.24.A
ENST00000349139 Q9/UN/X4/swissmodel/7_923_5wlc.22.A
ENST00000391884 Q9/UN/X9/swissmodel/49_376_3spg.1.A
ENST00000378142 Q9/UP/C5/swissmodel/44_334_4pxz.1.A
ENST00000370101 Q9/UP/E1/swissmodel/55_567_5mxx.1.A
ENST00000335146 Q9/UP/T5/swissmodel/85_734_2pft.1.A
ENST00000261497 Q9/UP/T9/swissmodel/171_522_2y6e.1.A
ENST00000369701 Q9/UP/U3/swissmodel/180_1109_6fg9.1.B
ENST00000264661 Q9/UQ/05/swissmodel/7_690_5k7l.1.A
ENST00000361847 Q9/UQ/07/swissmodel/4_337_4qtb.1.A
ENST00000221403 Q9/UQ/10/swissmodel/2_332_2poq.1.A
ENST00000294064 Q9/UQ/49/swissmodel/6_412_2f29.1.A
ENST00000303305 Q9/UQ/80/swissmodel/8_359_2v6c.1.A
ENST00000302804 Q9/UQ/B9/swissmodel/37_305_6gr9.1.A
ENST00000398376 Q9/UQ/M7/swissmodel/12_472_5u6y.1.B
ENST00000358658 Q9/UQ/Q1/swissmodel/35_740_4twe.1.A
ENST00000344327 Q9/Y2/10/swissmodel/85_921_5yx9.1.A
ENST00000180173 Q9/Y2/16/swissmodel/4_510_2yf0.1.A
ENST00000381801 Q9/Y2/17/swissmodel/4_505_2yf0.1.A
ENST00000254940 Q9/Y2/21/swissmodel/1_176_1sqw.1.A
ENST00000595090 Q9/Y2/30/swissmodel/8_454_4ww4.1.B
ENST00000244669 Q9/Y2/35/swissmodel/46_224_2rpz.1.A
ENST00000373669 Q9/Y2/37/swissmodel/29_131_1fjd.1.A
ENST00000222823 Q9/Y2/39/swissmodel/123_953_5irm.1.B
ENST00000452906 Q9/Y2/41/swissmodel/1_93_2lom.1.A
ENST00000366539 Q9/Y2/43/swissmodel/3_441_6hhg.1.A
ENST00000253462 Q9/Y2/48/swissmodel/1_175_2e9x.1.B
ENST00000405413 Q9/Y2/51/swissmodel/36_543_5la4.1.A
ENST00000372236 Q9/Y2/53/swissmodel/1_432_4o3s.1.A
ENST00000303204 Q9/Y2/55/swissmodel/1_172_5jqm.1.A
ENST00000263372 Q9/Y2/57/swissmodel/3_270_3ukm.1.A
ENST00000394905 Q9/Y2/58/swissmodel/24_94_1g2s.1.A
ENST00000406938 Q9/Y2/59/swissmodel/42_390_2ig7.1.A
ENST00000322623 Q9/Y2/65/swissmodel/12_454_6hts.1.E
ENST00000521158 Q9/Y2/77/swissmodel/1_283_5xdn.1.A
ENST00000261374 Q9/Y2/78/swissmodel/110_367_1t8t.1.A
ENST00000341223 Q9/Y2/81/swissmodel/1_166_1tvj.1.A
ENST00000314606 Q9/Y2/85/swissmodel/1_508_3l4g.1.C
ENST00000393008 Q9/Y2/91/swissmodel/4_102_5aj3.1.2
ENST00000229595 Q9/Y2/94/swissmodel/2_154_5c3i.1.A
ENST00000331457 Q9/Y2/95/swissmodel/2_367_4a9a.1.A
ENST00000533632 Q9/Y2/96/swissmodel/2_215_2j3t.1.D
ENST00000370187 Q9/Y2/97/swissmodel/175_581_1p22.1.A
ENST00000360982 Q9/Y2/A7/swissmodel/7_1121_4n78.1.B
ENST00000367463 Q9/Y2/C2/swissmodel/100_378_3f5f.1.A
ENST00000287675 Q9/Y2/C4/swissmodel/57_360_5zki.1.F
ENST00000436693 Q9/Y2/C9/swissmodel/33_573_3a79.1.B
ENST00000318636 Q9/Y2/D0/swissmodel/61_298_1keq.1.A
ENST00000323116 Q9/Y2/G3/swissmodel/19_1112_6roj.1.A
ENST00000349485 Q9/Y2/G5/swissmodel/41_429_4ap5.1.B
ENST00000389032 Q9/Y2/H1/swissmodel/9_454_5ncl.1.A
ENST00000370068 Q9/Y2/I2/swissmodel/28_467_4ove.1.A
ENST00000375486 Q9/Y2/J8/swissmodel/2_665_4n2n.1.A
ENST00000377767 Q9/Y2/L1/swissmodel/1_929_6h25.1.J
ENST00000362065 Q9/Y2/M0/swissmodel/373_1009_4rec.1.A
ENST00000381750 Q9/Y2/P8/swissmodel/7_372_5wlc.50.A
ENST00000381668 Q9/Y2/Q0/swissmodel/35_1155_6k7l.1.A
ENST00000479303 Q9/Y2/Q3/swissmodel/2_221_3rpp.1.A
ENST00000368305 Q9/Y2/Q5/swissmodel/1_125_6b9x.1.B
ENST00000285298 Q9/Y2/R5/swissmodel/2_110_5aj4.13.A
ENST00000245539 Q9/Y2/R9/swissmodel/35_242_6nu3.56.A
ENST00000298248 Q9/Y2/S2/swissmodel/7_316_3ado.1.A
ENST00000238018 Q9/Y2/T3/swissmodel/8_451_3e0l.1.A
ENST00000335585 Q9/Y2/T4/swissmodel/21_442_3dw8.1.B
ENST00000340313 Q9/Y2/U2/swissmodel/6_270_3ukm.1.A
ENST00000298307 Q9/Y2/U9/swissmodel/27_359_6do3.1.A
ENST00000396593 Q9/Y2/V2/swissmodel/41_141_3aqq.1.C
ENST00000295225 Q9/Y2/W7/swissmodel/71_256_3dd4.1.A
ENST00000264279 Q9/Y2/X3/swissmodel/1_434_6rxz.21.A
ENST00000222402 Q9/Y2/X8/swissmodel/1_147_2oxq.1.B
ENST00000219204 Q9/Y2/Y0/swissmodel/1_136_2k9a.1.A
ENST00000293860 Q9/Y2/Y1/swissmodel/1_108_5fj9.1.I
ENST00000415954 Q9/Y2/Z2/swissmodel/35_688_2zxh.1.A
ENST00000324868 Q9/Y2/Z4/swissmodel/38_475_2jan.1.A
ENST00000413459 Q9/Y3/03/swissmodel/12_402_3iv8.2.A
ENST00000428559 Q9/Y3/15/swissmodel/25_299_3r12.1.A
ENST00000295065 Q9/Y3/16/swissmodel/5_297_3bcz.1.A
ENST00000341162 Q9/Y3/24/swissmodel/2_195_5oql.1.P
ENST00000375661 Q9/Y3/33/swissmodel/1_95_6qw6.1.3
ENST00000336334 Q9/Y3/37/swissmodel/73_293_6qfe.2.A
ENST00000261369 Q9/Y3/43/swissmodel/1_115_2ett.1.A
ENST00000525748 Q9/Y3/45/swissmodel/189_757_4xp4.1.A
ENST00000258418 Q9/Y3/76/swissmodel/2_336_3gni.1.A
ENST00000371785 Q9/Y3/99/swissmodel/58_274_6nu2.53.A
ENST00000373014 Q9/Y3/A2/swissmodel/4_253_5wlc.66.A
ENST00000246868 Q9/Y3/A5/swissmodel/1_250_2kdo.1.A
ENST00000370902 Q9/Y3/B2/swissmodel/5_189_5jea.1.I
ENST00000233468 Q9/Y3/B4/swissmodel/12_125_2f9d.1.A
ENST00000310999 Q9/Y3/B7/swissmodel/17_158_5aj4.46.A
ENST00000265881 Q9/Y3/B8/swissmodel/38_216_6j80.1.B
ENST00000272424 Q9/Y3/C4/swissmodel/1_175_3enp.1.B
ENST00000373699 Q9/Y3/C6/swissmodel/1_166_1xwn.1.A
ENST00000225728 Q9/Y3/C7/swissmodel/12_105_5n9j.1.H
ENST00000368003 Q9/Y3/C8/swissmodel/1_167_2k07.1.A
ENST00000422424 Q9/Y3/D0/swissmodel/42_160_3ux2.1.A
ENST00000376510 Q9/Y3/D2/swissmodel/52_181_2l1u.1.A
ENST00000372945 Q9/Y3/D3/swissmodel/10_124_3j9m.63.A
ENST00000295491 Q9/Y3/D5/swissmodel/46_142_5aj3.1.O
ENST00000223136 Q9/Y3/D6/swissmodel/1_145_1pc2.1.A
ENST00000313608 Q9/Y3/D9/swissmodel/2_136_5aj3.1.V
ENST00000369153 Q9/Y3/E2/swissmodel/13_128_1v60.1.A
ENST00000470557 Q9/Y3/E5/swissmodel/62_179_2d3k.1.A
ENST00000216038 Q9/Y3/I0/swissmodel/12_505_4dwq.1.A
ENST00000342983 Q9/Y3/L5/swissmodel/1_167_3rap.1.A
ENST00000534061 Q9/Y3/Q0/swissmodel/46_739_3ff3.1.A
ENST00000233840 Q9/Y3/R4/swissmodel/1_377_2f25.1.A
ENST00000577222 Q9/Y3/U8/swissmodel/2_103_4ug0.34.A
ENST00000262878 Q9/Y3/Z3/swissmodel/40_582_6brh.1.A
ENST00000331563 Q9/Y4/46/swissmodel/314_796_3l6x.1.A
ENST00000367837 Q9/Y4/50/swissmodel/257_683_4c0s.1.B
ENST00000229328 Q9/Y4/78/swissmodel/60_270_6b2e.1.B
ENST00000356463 Q9/Y4/84/swissmodel/8_354_6iyy.1.A
ENST00000330342 Q9/Y4/87/swissmodel/1_845_6c6l.1.N
ENST00000314888 Q9/Y4/90/swissmodel/208_2479_6r9t.1.A
ENST00000554719 Q9/Y4/C0/swissmodel/256_1266_3r05.1.A
ENST00000404914 Q9/Y4/P1/swissmodel/10_373_2d1i.1.A
ENST00000288828 Q9/Y4/P8/swissmodel/14_376_5ltd.1.A
ENST00000401061 Q9/Y4/U1/swissmodel/2_238_3sc0.1.A
ENST00000269143 Q9/Y4/W6/swissmodel/291_779_6nyy.1.B
ENST00000259631 Q9/Y4/X3/swissmodel/25_112_2kum.1.A
