transcript,gene,bp,all,syn,mis,non,splice_site,frameshift,,,
NM_001204811,MAGEA10-MAGEA5,375,-5.3654,-5.9000,-5.5492,-6.7036,-7.7577,-6.6243,,,
NM_000475,NR0B1,1413,-4.4997,-4.9586,-4.6991,-6.2327,-7.3529,-6.0482,,,
NM_000033,ABCD1,2238,-4.4240,-4.9361,-4.6017,-6.1333,-6.4818,-5.8485,,,
NM_007130,ZNF41,2340,-4.5586,-5.1307,-4.7194,-5.9901,-6.9613,-5.8291,,,
NM_001011658,TRAPPC2,423,-5.3363,-5.8489,-5.5129,-7.0188,-7.5565,-6.5720,,,
NM_001018025,MTCP1,324,-5.2170,-5.7627,-5.4054,-6.5162,-7.0501,-6.6878,,,
NM_001103150,PNMA5,1347,-4.7143,-5.2812,-4.8759,-6.1422,-7.7382,-6.0689,,,
NM_002893,RBBP7,1278,-4.7470,-5.2941,-4.9301,-6.2317,-6.3183,-6.0918,,,
NM_001099684,FAM156B,642,-4.9683,-5.5290,-5.1440,-6.2343,-7.7231,-6.3908,,,
NM_014138,FAM156A,642,-4.9684,-5.5291,-5.1441,-6.2345,-7.6805,-6.3908,,,
NM_025184,EFHC2,2250,-4.6292,-5.2028,-4.7853,-6.1040,-7.7633,-5.8461,,,
NM_001170747,PIN4,402,-5.3503,-5.9103,-5.5184,-7.0318,-6.9582,-6.5941,,,
NM_001109878,TBX22,1563,-4.6637,-5.2011,-4.8445,-6.1709,-6.4024,-6.0044,,,
NM_001080140,CT47A7,867,-4.6872,-5.1227,-4.9008,-6.4233,-7.3727,-6.2603,,,
NM_001080141,CT47A6,867,-4.6872,-5.1227,-4.9008,-6.4234,-7.3727,-6.2603,,,
NM_001163335,SYTL5,2193,-4.5429,-5.1638,-4.7054,-5.9297,-6.0477,-5.8573,,,
NM_080737,SYTL4,2016,-4.5647,-5.1837,-4.7234,-6.0091,-6.1056,-5.8938,,,
NM_033053,DMRTC1,579,-5.1338,-5.6757,-5.3153,-6.7884,-6.6610,-6.4356,,,
NM_001081550,THOC2,4782,-4.2445,-4.8327,-4.4189,-5.5935,-5.8052,-5.5187,,,
NM_024082,PRRG3,696,-4.8992,-5.4434,-5.0831,-6.1960,-7.0411,-6.3557,,,
NM_078628,MSL3,1251,-4.7373,-5.2942,-4.9065,-6.3171,-6.4846,-6.1011,,,
NM_001048181,OPN1MW2,1095,-4.7123,-5.2031,-4.9116,-6.2054,-6.6451,-6.1589,,,
NM_017669,ERCC6L,3753,-4.3771,-4.9466,-4.5433,-5.6990,-7.7421,-5.6239,,,
NM_001003811,TEX11,2823,-4.5010,-5.0966,-4.6826,-5.8286,-5.8948,-5.7476,,,
NM_173495,PTCHD1,2667,-4.4097,-4.9361,-4.5800,-6.0341,-7.0395,-5.7723,,,
NM_001111125,IQSEC2,4467,-4.3453,-4.9157,-4.5053,-5.8726,-6.3665,-5.5483,,,
NM_001101357,CCDC160,978,-5.0309,-5.5912,-5.1940,-6.4526,NA,-6.2080,,,
NM_001135995,ATXN3L,1068,-4.8904,-5.4287,-5.0686,-6.2332,NA,-6.1697,,,
NM_001166386,MAGEA12,945,-4.8692,-5.3619,-5.0599,-6.3787,-7.7331,-6.2229,,,
NM_001011543,MAGEA10,1110,-4.8809,-5.4428,-5.0420,-6.3659,-7.7335,-6.1530,,,
NM_006517,SLC16A2,1620,-4.6001,-5.1358,-4.7700,-6.2227,-6.7006,-5.9888,,,
NM_144967,ARHGAP36,1644,-4.5472,-5.1440,-4.7005,-6.0953,-6.3573,-5.9824,,,
NM_005183,CACNA1F,5934,-4.0622,-4.6173,-4.2371,-5.5966,-5.6915,-5.4250,,,
NM_001171080,RBM41,1218,-4.8122,-5.4564,-4.9672,-6.0733,-6.5451,-6.1127,,,
NM_005710,PQBP1,798,-4.8157,-5.3768,-4.9881,-6.2382,-6.6645,-6.2963,,,
NM_145119,PJA1,1932,-4.5141,-5.0412,-4.6968,-5.8586,-7.7349,-5.9123,,,
NM_080632,UPF3B,1452,-4.7089,-5.3419,-4.8775,-5.8936,-6.3557,-6.0363,,,
NM_020871,LRCH2,2298,-4.8187,-5.4358,-4.9872,-5.9201,NA,-5.8370,,,
NM_139250,CTAG1A,543,-5.1103,-5.6203,-5.2952,-6.7078,-7.0807,-6.4635,,,
NM_020721,KIAA1210,5130,-4.2268,-4.7921,-4.3941,-5.5513,NA,-5.4882,,,
NM_005938,FOXO4,1518,-4.5942,-5.1240,-4.7672,-6.1275,-7.0671,-6.0170,,,
NM_138960,TGIF2LX,726,-4.8741,-5.3396,-5.0722,-6.5613,-7.7632,-6.3374,,,
NM_016379,VCX3A,561,-4.9649,-5.4145,-5.1731,-6.6780,-7.3457,-6.4493,,,
NM_019117,KLHL4,2157,-4.5532,-5.1369,-4.7178,-5.9705,-6.3533,-5.8645,,,
NM_016303,WBP5,315,-5.4775,-6.1551,-5.6187,-6.7231,-7.8461,-6.7000,,,
NM_001079538,XAGE2B,336,-5.4059,-6.0211,-5.5822,-6.6815,-6.8645,-6.6720,,,
NM_006307,SRPX,1395,-4.6855,-5.2429,-4.8791,-5.9325,-6.2889,-6.0537,,,
NM_001171876,MCF2,3006,-4.4503,-5.0453,-4.6270,-5.7433,-5.9928,-5.7203,,,
NM_004726,REPS2,1983,-4.6001,-5.1592,-4.7833,-6.0144,-6.1397,-5.9010,,,
NM_021183,RAP2C,552,-5.1477,-5.6732,-5.3249,-6.6928,-7.3557,-6.4564,,,
NM_001031834,RAB40AL,837,-4.8156,-5.3084,-5.0041,-6.3647,-7.6425,-6.2756,,,
NM_006667,PGRMC1,588,-4.8710,-5.3144,-5.0780,-6.8053,-7.0702,-6.4289,,,
NM_203303,ZCCHC13,501,-5.0255,-5.5775,-5.2049,-6.3013,-7.5637,-6.4985,,,
NM_001004308,ZCCHC16,933,-4.9411,-5.5152,-5.1111,-6.2039,-7.7920,-6.2284,,,
NM_012253,TKTL1,1791,-4.5157,-5.0590,-4.6937,-6.0112,-6.2708,-5.9452,,,
NM_021806,FAM3A,693,-4.9565,-5.4353,-5.1572,-6.7965,-6.6191,-6.3576,,,
NM_032968,PCDH11X,4044,-4.2745,-4.8183,-4.4429,-5.7876,-6.6253,-5.5915,,,
NM_001142503,STARD8,3312,-4.2917,-4.8495,-4.4568,-5.8344,-6.2695,-5.6782,,,
NM_152578,FMR1NB,768,-4.9135,-5.4441,-5.0949,-6.4277,-6.7543,-6.3130,,,
NM_007137,ZNF81,1986,-4.6520,-5.2340,-4.8112,-6.0733,-6.8759,-5.9003,,,
NM_014728,FRMPD4,3969,-4.2067,-4.7142,-4.3947,-5.7407,-6.1644,-5.5996,,,
NM_018476,BEX1,378,-5.3043,-5.9641,-5.4446,-6.6018,-7.7905,-6.6208,,,
NM_000166,GJB1,852,-4.8377,-5.3986,-4.9957,-6.3588,NA,-6.2679,,,
NM_175868,MAGEA6,945,-4.8873,-5.3986,-5.0752,-6.2862,-7.6670,-6.2229,,,
NM_021049,MAGEA5,375,-5.3654,-5.9000,-5.5492,-6.7036,-7.7577,-6.6243,,,
NM_002536,TBC1D25,2067,-4.4607,-5.0033,-4.6343,-5.8975,-6.7075,-5.8830,,,
NM_001042506,PABPC1L2B,603,-4.8649,-5.3320,-5.0699,-6.3601,-7.7646,-6.4180,,,
NM_001012977,PABPC1L2A,603,-4.8649,-5.3320,-5.0699,-6.3601,-7.7181,-6.4180,,,
NM_001184880,PCDH19,3447,-4.1414,-4.6204,-4.3325,-5.8096,-6.7548,-5.6609,,,
NM_004650,PNPLA4,762,-4.9102,-5.3868,-5.1284,-6.2905,-6.6532,-6.3164,,,
NM_003688,CASK,2766,-4.3906,-4.9394,-4.5817,-5.7683,-5.9006,-5.7565,,,
NM_080817,GPR82,1011,-4.9413,-5.5213,-5.0956,-6.4239,-7.7363,-6.1936,,,
NM_194324,TMSB15B,138,-5.8432,-6.3585,-6.0366,-7.2380,NA,-7.0584,,,
NM_021992,TMSB15A,138,-5.8327,-6.3596,-6.0395,-7.2362,-7.3773,-7.0584,,,
NM_173358,SSX7,567,-5.0701,-5.5946,-5.2575,-6.7064,-6.6448,-6.4447,,,
NM_005636,SSX4,567,-5.0234,-5.5612,-5.2141,-6.4182,-6.6483,-6.4447,,,
NM_021015,SSX5,690,-4.9630,-5.5230,-5.1340,-6.5811,-6.5718,-6.3595,,,
NM_003147,SSX2,672,-5.0823,-5.5953,-5.2580,-6.7192,NA,-6.3709,,,
NM_021014,SSX3,567,-5.0495,-5.6155,-5.2178,-6.6913,-6.6501,-6.4447,,,
NM_005635,SSX1,567,-5.1040,-5.6251,-5.2958,-6.6989,-6.6508,-6.4447,,,
NM_001042498,SLC35A2,1182,-4.7467,-5.2389,-4.9331,-6.4424,-6.9759,-6.1257,,,
NM_032946,NXF5,1098,-4.8046,-5.3727,-4.9937,-6.1295,-6.2559,-6.1577,,,
NM_017413,APLN,234,-6.1317,-6.8819,-6.2355,-8.0313,NA,-6.8291,,,
NM_145305,SLC25A43,1026,-4.9993,-5.5440,-5.1911,-6.2639,-6.8102,-6.1872,,,
NM_015698,GPKOW,1431,-4.6154,-5.1773,-4.7834,-6.1572,-6.3824,-6.0427,,,
NM_001123385,BCOR,5268,-4.0725,-4.5745,-4.2598,-5.6047,-6.2986,-5.4767,,,
NM_005334,HCFC1,6108,-3.9592,-4.4297,-4.1588,-5.6768,-5.9279,-5.4124,,,
NM_016484,PDZD11,423,-5.2200,-5.8671,-5.3838,-6.5333,-6.6533,-6.5720,,,
NM_013271,PCSK1N,783,-5.9687,-6.5527,-6.1044,-8.0897,NA,-6.3046,,,
NM_014061,MAGEH1,660,-4.8832,-5.4324,-5.0530,-6.2963,-7.6573,-6.3788,,,
NM_032796,SYAP1,1059,-4.8155,-5.3338,-5.0121,-6.2312,-6.4908,-6.1734,,,
NM_153834,GPR112,9243,-3.9710,-4.5239,-4.1364,-5.5312,-6.0098,-5.2325,,,
NM_001171110,FAM133A,747,-5.1012,-5.7273,-5.2593,-6.3032,-7.5181,-6.3250,,,
NM_207672,GRIPAP1,1878,-4.5307,-5.1548,-4.6912,-5.9010,-6.0814,-5.9246,,,
NM_003611,OFD1,3039,-4.4043,-4.9805,-4.5830,-5.7599,-5.9635,-5.7156,,,
NM_016378,VCX2,420,-5.0327,-5.4681,-5.2453,-6.8953,-7.3461,-6.5751,,,
NM_182699,DDX53,1896,-4.6019,-5.1755,-4.7666,-5.9239,-7.9572,-5.9205,,,
NM_005140,CNGA2,1995,-4.5564,-5.1377,-4.7170,-5.9562,-6.7558,-5.8984,,,
NM_004493,HSD17B10,786,-4.8977,-5.4429,-5.0811,-6.3603,-6.5221,-6.3029,,,
NM_005840,SPRY3,867,-4.9266,-5.5404,-5.0747,-6.3145,-7.5633,-6.2603,,,
NM_003159,CDKL5,3093,-4.3580,-4.9266,-4.5298,-5.7887,-6.0781,-5.7079,,,
NM_021083,XK,1335,-4.6917,-5.1880,-4.8835,-6.1695,-7.0764,-6.0728,,,
NM_001141919,XG,588,-5.0311,-5.5288,-5.2409,-6.6271,-6.4507,-6.4289,,,
NM_020061,OPN1LW,1095,-4.7094,-5.1949,-4.9116,-6.2000,-6.6454,-6.1589,,,
NM_001171909,CXorf40A,441,-5.1494,-5.6991,-5.3219,-6.5961,-7.1533,-6.5539,,,
NM_001013845,CXorf40B,477,-5.1235,-5.6698,-5.2947,-6.6088,-7.3463,-6.5198,,,
NM_033031,CCNB3,4188,-4.3235,-4.8690,-4.4972,-5.8095,-6.2488,-5.5763,,,
NM_017681,NUP62CL,555,-5.1750,-5.7520,-5.3510,-6.6631,-6.6554,-6.4540,,,
NM_001325,CSTF2,1734,-4.6013,-5.2165,-4.7655,-5.9002,-6.2743,-5.9593,,,
NM_022144,TNMD,954,-4.8808,-5.4957,-5.0512,-6.1646,-6.4218,-6.2188,,,
NM_001468,GAGE1,420,-5.2086,-5.8258,-5.3704,-6.5514,-6.8766,-6.5751,,,
NM_001474,GAGE4,354,-5.2825,-5.8776,-5.4427,-6.5678,NA,-6.6493,,,
NM_006406,PRDX4,816,-4.9375,-5.4506,-5.1334,-6.4334,-6.5807,-6.2866,,,
NM_000489,ATRX,7479,-4.0680,-4.6780,-4.2356,-5.3111,-5.8302,-5.3245,,,
NM_001129828,CSAG3,333,-5.3781,-5.9701,-5.5662,-6.5908,-6.8854,-6.6759,,,
NM_001080848,CSAG2,384,-5.3781,-5.9637,-5.5645,-6.4679,-7.7015,-6.6140,,,
NM_153478,CSAG1,237,-5.4587,-6.0382,-5.6630,-6.6963,-6.7581,-6.8236,,,
NM_001356,DDX3X,1989,-4.5114,-5.1434,-4.6608,-5.9729,-6.1567,-5.8997,,,
NM_001110556,FLNA,7944,-3.7863,-4.2602,-3.9840,-5.5470,-5.6933,-5.2983,,,
NM_001097592,XAGE1A,246,-5.4551,-5.9513,-5.6458,-6.9407,NA,-6.8074,,,
NM_013364,PNMA3,1392,-4.6635,-5.2485,-4.8283,-5.9333,-7.6192,-6.0547,,,
NM_006521,TFE3,1728,-4.5403,-5.0662,-4.7220,-6.1160,-6.3158,-5.9608,,,
NM_019597,HNRNPH2,1350,-4.7505,-5.3153,-4.9162,-6.1230,-7.5994,-6.0680,,,
NM_001078173,FAM127C,342,-5.0373,-5.5286,-5.2345,-6.7333,-6.7325,-6.6643,,,
NM_001113490,AMOT,3255,-4.5532,-5.1329,-4.7187,-5.9610,-6.4009,-5.6858,,,
NM_021109,TMSB4X,135,-5.5724,-5.9894,-5.8143,-7.2117,-7.3704,-7.0680,,,
NM_014008,CCDC22,1884,-4.5443,-5.1241,-4.7075,-6.0766,-6.2286,-5.9232,,,
NM_001168465,MAP7D2,2322,-4.5002,-5.0836,-4.6773,-5.7696,-6.2087,-5.8325,,,
NM_000116,TAZ,879,-4.8249,-5.3522,-5.0167,-6.3421,-6.3785,-6.2543,,,
NM_001001995,GPM6B,987,-4.8100,-5.3069,-5.0169,-6.2235,-6.4988,-6.2040,,,
NM_016500,CXorf26,702,-5.0938,-5.6703,-5.2684,-6.4966,-6.7027,-6.3520,,,
NM_001569,IRAK1,2139,-4.4628,-4.9533,-4.6583,-6.0746,-6.3115,-5.8681,,,
NM_001205103,LOC100509575,396,-5.2345,-5.8157,-5.3906,-7.0267,-6.8645,-6.6006,,,
NM_002049,GATA1,1242,-4.7163,-5.2414,-4.8901,-6.4014,-6.7489,-6.1042,,,
NM_138703,MAGEE2,1572,-4.6583,-5.1983,-4.8392,-5.9586,-7.5935,-6.0019,,,
NM_020932,MAGEE1,2874,-4.3262,-4.8316,-4.5046,-5.9486,-7.7731,-5.7398,,,
NM_022053,NXF2,1881,-4.5350,-5.0795,-4.7283,-5.9449,-5.9976,-5.9239,,,
NM_001008222,ZDHHC9,1095,-4.7783,-5.3650,-4.9468,-6.2666,-6.3185,-6.1589,,,
NM_001032726,RAB41,666,-4.9662,-5.5029,-5.1544,-6.4744,-6.5150,-6.3748,,,
NM_001143981,CHRDL1,1377,-4.7230,-5.3213,-4.8964,-6.0387,-6.2820,-6.0594,,,
NM_000132,F8,7056,-4.0796,-4.6630,-4.2461,-5.4334,-5.9567,-5.3498,,,
NM_000133,F9,1386,-4.7529,-5.3525,-4.9254,-5.9888,-6.5107,-6.0565,,,
NM_032512,PDZD4,2310,-4.3186,-4.8302,-4.4961,-6.0546,-6.3700,-5.8347,,,
NM_031407,HUWE1,13125,-3.7405,-4.3331,-3.9049,-5.1330,-5.4598,-5.0802,,,
NM_001256196,ARAF,1830,-4.4785,-5.0334,-4.6536,-5.9669,-6.1753,-5.9359,,,
NM_001012968,SPIN4,750,-4.8907,-5.4233,-5.0654,-6.3410,-7.7222,-6.3233,,,
NM_001010862,SPIN3,777,-4.9708,-5.4989,-5.1487,-6.4185,-7.6291,-6.3079,,,
NM_006649,UTP14A,2316,-4.5281,-5.1137,-4.7043,-5.8107,-6.2039,-5.8336,,,
NM_005491,MAMLD1,2325,-4.4814,-4.9893,-4.6746,-5.8632,-6.6614,-5.8319,,,
NM_001184830,VSIG4,966,-4.8681,-5.4544,-5.0332,-6.4228,-6.4144,-6.2133,,,
NM_198512,DGAT2L6,1014,-4.8807,-5.4851,-5.0561,-6.0765,-6.6163,-6.1923,,,
NM_006729,DIAPH2,3306,-4.3965,-5.0032,-4.5745,-5.6203,-5.9393,-5.6790,,,
NM_182540,DDX26B,2586,-4.4736,-5.0448,-4.6559,-5.7472,-6.1589,-5.7857,,,
NM_001204527,SSR4,546,-4.9837,-5.4489,-5.1973,-6.6253,-6.6510,-6.4611,,,
NM_031206,LAS1L,2205,-4.5261,-5.0435,-4.7200,-5.9201,-6.3257,-5.8549,,,
NM_001099680,MAGIX,789,-4.9516,-5.4748,-5.1127,-7.1340,-7.4091,-6.3012,,,
NM_007003,PAGE4,309,-5.3302,-5.9454,-5.4980,-6.6509,-6.9120,-6.7084,,,
NM_130467,PAGE5,393,-5.3033,-5.8967,-5.4750,-6.8079,-6.7589,-6.6039,,,
NM_207339,PAGE2,336,-5.3962,-5.9825,-5.5684,-6.9302,-6.8843,-6.6720,,,
NM_003785,PAGE1,441,-5.2172,-5.7825,-5.4015,-6.5807,-6.7669,-6.5539,,,
NM_000291,PGK1,1254,-4.7990,-5.3678,-4.9707,-6.3565,-6.3546,-6.1000,,,
NM_005462,MAGEC1,3429,-4.4161,-4.9610,-4.5802,-5.9708,-7.3384,-5.6631,,,
NM_016249,MAGEC2,1122,-4.8315,-5.3434,-5.0084,-6.4439,-7.7568,-6.1483,,,
NM_144658,DOCK11,6222,-4.1137,-4.6922,-4.2921,-5.4770,-5.6463,-5.4044,,,
NM_001256185,SNX12,489,-4.9835,-5.5288,-5.1531,-6.5979,-6.8978,-6.5090,,,
NM_003173,SUV39H1,1239,-4.6068,-5.1932,-4.7611,-6.1723,-6.5311,-6.1052,,,
NM_024885,TAF7L,1389,-4.7059,-5.2634,-4.8885,-6.2861,-6.1144,-6.0556,,,
NM_000354,SERPINA7,1248,-4.8670,-5.4260,-5.0303,-6.4485,-6.8836,-6.1021,,,
NM_007213,PRAF2,537,-5.0794,-5.5394,-5.2856,-6.7129,-7.3209,-6.4683,,,
NM_002351,SH2D1A,387,-5.2403,-5.7572,-5.4404,-6.6638,-6.8788,-6.6106,,,
NM_003270,TSPAN6,738,-4.9863,-5.5229,-5.1705,-6.5045,-6.6190,-6.3303,,,
NM_004615,TSPAN7,750,-4.9469,-5.4734,-5.1270,-6.6696,-6.6105,-6.3233,,,
NM_152695,ZNF449,1557,-4.7309,-5.3427,-4.8910,-5.9834,-6.8696,-6.0060,,,
NM_001042749,STAG2,3807,-4.3287,-4.9658,-4.4944,-5.5760,-5.8561,-5.6177,,,
NM_004192,ASMTL,1866,-4.3796,-4.8351,-4.5888,-6.1158,-6.2661,-5.9274,,,
NM_212559,XKRX,1350,-4.7642,-5.3512,-4.9235,-6.1446,-7.0333,-6.0680,,,
NM_001098413,GAGE10,351,-5.3254,-5.9315,-5.5002,-6.6192,-6.8471,-6.6530,,,
NM_005032,PLS3,1893,-4.6340,-5.2026,-4.8131,-6.0822,-6.1340,-5.9212,,,
NM_001139514,DACH2,1716,-4.6091,-5.1477,-4.7812,-6.2713,-6.3978,-5.9638,,,
NM_001171038,ASMT,1122,-4.7340,-5.2078,-4.9441,-6.2619,-6.5043,-6.1483,,,
NM_001636,SLC25A6,897,-4.6233,-5.0798,-4.8257,-6.3990,-6.8693,-6.2455,,,
NM_001242614,CD99L2,819,-4.8894,-5.4153,-5.0985,-6.3672,-6.1938,-6.2850,,,
NM_001184874,GPRASP2,2517,-4.5254,-5.0845,-4.6919,-5.9120,-7.5510,-5.7974,,,
NM_001184727,GPRASP1,4188,-4.3263,-4.9117,-4.4876,-5.6313,-7.7961,-5.5763,,,
NM_152424,FAM123B,3408,-4.3618,-4.9574,-4.5204,-5.6519,-7.7338,-5.6658,,,
NM_006730,DNASE1L1,909,-4.7750,-5.2893,-4.9610,-6.3742,-6.5657,-6.2397,,,
NM_000074,CD40LG,786,-4.9765,-5.5021,-5.1652,-6.4252,-6.7460,-6.3029,,,
NM_001649,SHROOM2,4851,-4.0674,-4.5540,-4.2568,-5.6961,-6.5245,-5.5125,,,
NM_020717,SHROOM4,4482,-4.2431,-4.8200,-4.4049,-5.6435,-6.4518,-5.5468,,,
NM_000686,AGTR2,1092,-4.8661,-5.4451,-5.0261,-6.3473,-6.8450,-6.1601,,,
NM_014370,SRPK3,1704,-4.4784,-4.9684,-4.6772,-6.1410,-6.1485,-5.9668,,,
NM_005365,MAGEA9,948,-4.8406,-5.3165,-5.0409,-6.3255,-7.7342,-6.2215,,,
NM_001166400,MAGEA8,957,-4.8701,-5.4047,-5.0373,-6.4786,-7.6559,-6.2174,,,
NM_005362,MAGEA3,945,-4.8869,-5.3912,-5.0781,-6.2833,-7.7331,-6.2229,,,
NM_175743,MAGEA2,945,-4.8546,-5.3448,-5.0502,-6.2950,-7.6670,-6.2229,,,
NM_004988,MAGEA1,930,-4.9085,-5.4644,-5.0778,-6.2871,-7.7331,-6.2298,,,
NM_031273,TEX13B,939,-4.8475,-5.3565,-5.0359,-6.3848,-6.7852,-6.2256,,,
NM_031274,TEX13A,1230,-4.7329,-5.2523,-4.9121,-6.2533,-7.0766,-6.1109,,,
NM_002547,OPHN1,2409,-4.4911,-5.0531,-4.6658,-6.0465,-6.0315,-5.8165,,,
NM_022052,NXF3,1596,-4.6592,-5.2172,-4.8452,-6.1890,-6.0403,-5.9953,,,
NM_021963,NAP1L2,1383,-4.7360,-5.2810,-4.9023,-6.2418,-7.9581,-6.0575,,,
NM_004429,EFNB1,1041,-4.8014,-5.3339,-4.9720,-6.4816,-6.8285,-6.1809,,,
NM_001168531,ASB9,789,-4.9640,-5.4761,-5.1517,-6.6326,-6.6497,-6.3012,,,
NM_000390,CHM,1962,-4.6165,-5.1980,-4.7961,-5.9501,-6.1511,-5.9056,,,
NM_003022,SH3BGRL,345,-5.3397,-5.9538,-5.5087,-6.6882,-6.8796,-6.6605,,,
NM_001029891,PGAM4,765,-4.8740,-5.3943,-5.0510,-6.3986,-7.6596,-6.3147,,,
NM_031442,TMEM47,546,-5.3700,-5.8974,-5.5628,-6.6957,-7.3969,-6.4611,,,
NM_017416,IL1RAPL2,2061,-4.6139,-5.2028,-4.7805,-5.9744,-6.3989,-5.8842,,,
NM_001184742,ZBTB33,2019,-4.6063,-5.1704,-4.7661,-6.0794,-7.6580,-5.8932,,,
NM_080701,TREX2,711,-4.9928,-5.4838,-5.1735,-6.7483,NA,-6.3464,,,
NM_000808,GABRA3,1479,-4.6700,-5.2358,-4.8395,-6.1393,-6.4526,-6.0283,,,
NM_178471,GPR119,1008,-4.8381,-5.3808,-5.0091,-6.2780,-7.6392,-6.1949,,,
NM_000061,BTK,1980,-4.5733,-5.1690,-4.7449,-5.9329,-6.1214,-5.9016,,,
NM_021118,CYLC1,1956,-4.7355,-5.3049,-4.8999,-6.1601,-6.8791,-5.9069,,,
NM_001007,RPS4X,792,-4.9118,-5.5239,-5.0672,-6.3902,-6.5759,-6.2996,,,
NM_002294,LAMP2,1233,-4.8192,-5.3794,-4.9921,-6.3585,-6.4568,-6.1073,,,
NM_001178085,ZFX,2418,-4.4814,-5.0226,-4.6533,-5.9920,-6.5842,-5.8149,,,
NM_001170574,FAM46D,1170,-4.8637,-5.4316,-5.0187,-6.4185,-7.9623,-6.1301,,,
NM_001152,SLC25A5,897,-4.8127,-5.3669,-4.9800,-6.3238,-6.8877,-6.2455,,,
NM_007231,SLC6A14,1929,-4.6373,-5.2116,-4.8148,-5.9919,-6.2612,-5.9130,,,
NM_006150,PRICKLE3,1848,-4.4585,-5.0286,-4.6153,-6.0456,-6.5800,-5.9316,,,
NM_004229,MED14,4365,-4.2557,-4.8591,-4.4251,-5.5642,-5.8711,-5.5583,,,
NM_015884,MBTPS2,1560,-4.7275,-5.3198,-4.8926,-6.1557,-6.3758,-6.0052,,,
NM_022977,ACSL4,2136,-4.5926,-5.1837,-4.7677,-5.9182,-6.1527,-5.8687,,,
NM_001167890,EGFL6,1665,-4.6080,-5.1478,-4.8020,-5.9334,-6.2336,-5.9769,,,
NM_014332,SMPX,267,-5.4491,-5.9902,-5.6328,-7.0335,-7.0452,-6.7718,,,
NM_001199818,ARMCX5-GPRASP2,2517,-4.5254,-5.0845,-4.6919,-5.9120,-7.5510,-5.7974,,,
NM_004867,ITM2A,792,-4.9280,-5.5357,-5.0797,-6.4470,-6.7104,-6.2996,,,
NM_014499,P2RY10,1020,-4.8695,-5.4590,-5.0179,-6.3937,-7.8140,-6.1897,,,
NM_020742,NLGN4X,2451,-4.3388,-4.8204,-4.5328,-5.9267,-6.7409,-5.8090,,,
NM_007250,KLF8,1080,-4.8525,-5.4850,-4.9899,-6.5234,-6.6670,-6.1649,,,
NM_033048,CPXCR1,906,-4.9699,-5.5799,-5.1266,-6.2348,-7.7094,-6.2412,,,
NM_012282,KCNE1L,429,-5.0679,-5.5360,-5.2647,-6.7330,-7.7003,-6.5659,,,
NM_001257231,ALG13,3180,-4.4403,-5.0083,-4.6018,-5.8625,-7.1579,-5.6959,,,
NM_019045,WDR44,2742,-4.4613,-5.0279,-4.6398,-5.8864,-6.0170,-5.7602,,,
NM_007075,WDR45,1086,-4.7188,-5.2752,-4.8946,-6.2699,-6.2985,-6.1625,,,
NM_020994,CTAG2,633,-4.8673,-5.3320,-5.0647,-6.6212,-7.3637,-6.3969,,,
NM_001166462,MPP1,1311,-4.7088,-5.2433,-4.8974,-6.1546,-6.3353,-6.0807,,,
NM_031894,FTHL17,552,-4.9160,-5.3631,-5.1224,-6.6609,-7.6581,-6.4564,,,
NM_023934,FUNDC2,570,-5.0189,-5.5752,-5.2002,-6.3755,-6.7570,-6.4424,,,
NM_001142524,BHLHB9,1644,-4.7339,-5.3252,-4.8801,-6.2864,-7.8151,-5.9824,,,
NM_001177479,HDX,2073,-4.6146,-5.2111,-4.7810,-5.9090,-6.4868,-5.8817,,,
NM_001415,EIF2S3,1419,-4.7195,-5.2759,-4.8933,-6.3133,-6.3084,-6.0463,,,
NM_003918,GYG2,1506,-4.6028,-5.0579,-4.8136,-6.3138,-6.4581,-6.0205,,,
NM_014060,MCTS1,546,-5.2397,-5.8711,-5.4099,-6.5540,-6.6634,-6.4611,,,
NM_001205019,GK,1680,-4.6361,-5.2213,-4.8173,-6.0481,-6.0180,-5.9730,,,
NM_001001671,MAP3K15,3942,-4.2784,-4.8096,-4.4676,-5.6588,-6.0503,-5.6026,,,
NM_145177,DHRSX,993,-4.7959,-5.2685,-5.0037,-6.3769,-6.5985,-6.2014,,,
NM_001164417,SSX2B,567,-5.0442,-5.5541,-5.2207,-6.6816,NA,-6.4447,,,
NM_182680,AMELX,618,-5.0555,-5.5809,-5.2480,-6.5254,-6.6647,-6.4073,,,
NM_002668,PLP2,459,-5.0999,-5.6083,-5.3004,-6.5567,-6.7577,-6.5365,,,
NM_015975,TAF9B,756,-4.9962,-5.5436,-5.1866,-6.4975,-6.4105,-6.3198,,,
NM_005044,PRKX,1077,-4.7284,-5.2015,-4.9315,-6.3993,-6.5544,-6.1661,,,
NM_183353,RLIM,1875,-4.6054,-5.2454,-4.7584,-5.8014,-7.0459,-5.9253,,,
NM_006089,SCML2,2103,-4.5717,-5.1567,-4.7425,-5.9385,-6.2381,-5.8755,,,
NM_001037540,SCML1,990,-4.8126,-5.3355,-5.0040,-6.2272,-6.5858,-6.2027,,,
NM_198465,NRK,4749,-4.2898,-4.8802,-4.4525,-5.5438,NA,-5.5217,,,
NM_017863,CXorf48,729,-5.0044,-5.5364,-5.1869,-6.4952,-6.8152,-6.3356,,,
NM_002625,PFKFB1,1416,-4.6811,-5.3081,-4.8551,-5.8568,-6.2602,-6.0472,,,
